,Nome,LOA (m),Boca (m),DWT (ton),Calado de Entrada (m),Calado de Saída (m),Calado Aéreo (m),Pontal (m),Tamanho de Lança (m),Ano de Construção,Tipo do Navio,Último Porto,Próximo Porto,Situação
250,Navio3492,221,38,154060,16.14906065521541,15.914694605605924,21,15,89,2019,GL,Porto125,Porto20,0
251,Navio422,208,27,158522,16.698380916902543,12.676940877929528,17,14,76,2016,GLP,Porto109,Porto118,1
252,Navio4575,185,41,121946,11.602656149707173,12.509059691735654,27,18,107,2018,GL,Porto21,Porto25,0
253,Navio5865,192,35,110518,15.401240562994314,12.366654779816193,28,17,94,2021,GSM,Porto163,Porto83,0
254,Navio482,289,41,134957,11.730026632662124,11.60699107656596,15,18,28,2015,CG,Porto169,Porto87,1
255,Navio233,253,53,94179,14.60198341276431,15.14681679351386,18,16,95,2011,CNTR,Porto146,Porto135,1
256,Navio366,213,33,80756,17.95293323872825,17.86365941545571,12,14,29,2006,GS,Porto85,Porto107,0
257,Navio289,212,68,97688,18.859320526369608,16.950302810682896,15,18,103,2008,GS,Porto110,Porto72,1
258,Navio111,282,54,130841,15.729172658704332,19.176543754958043,18,9,11,2007,CNTR,Porto68,Porto96,1
259,Navio5448,203,42,122691,12.994149463234494,13.651904417401337,19,7,116,2008,GLP,Porto160,Porto165,0
260,Navio338,231,37,119956,12.41352460704061,19.44614683670289,25,19,52,2021,GLP,Porto160,Porto25,1
261,Navio290,250,62,111999,16.785324380795988,19.770519806379863,27,9,119,2017,GL,Porto42,Porto37,1
262,Navio4538,215,35,150004,11.66740635235864,16.01886567276803,13,11,29,2007,GS,Porto186,Porto162,0
263,Navio261,285,79,142672,18.36483828135859,18.89598082888712,23,5,38,2018,CNTR,Porto50,Porto187,1
264,Navio275,220,64,124947,16.349244402847148,12.110459270687572,28,11,112,2020,GLP,Porto33,Porto44,1
265,Navio440,191,35,149046,17.018590950532307,16.717681731724642,25,10,44,2004,CNTR,Porto154,Porto158,1
266,Navio661,218,27,137747,15.326723071095769,13.989191352017421,27,17,82,2017,CNTR,Porto12,Porto117,0
267,Navio234,268,77,100849,12.986748072908247,13.994154370558547,17,18,57,2003,GL,Porto177,Porto60,1
268,Navio57,206,63,135912,13.512181808818694,13.944125586791195,13,15,108,2012,CG,Porto96,Porto136,1
269,Navio380,272,55,90357,18.809685608647825,14.700334447128178,11,8,81,2022,CNTR,Porto8,Porto79,1
270,Navio5596,185,42,136823,17.25842287572354,13.50593941864286,14,7,20,2012,CNTR,Porto34,Porto96,0
271,Navio1813,202,39,113828,13.338743499896596,16.24429106521614,15,13,102,2018,CNTR,Porto165,Porto115,0
272,Navio1164,189,46,114005,18.442204741966297,13.666679875821403,29,19,100,2023,GLP,Porto43,Porto184,0
273,Navio378,204,26,80718,13.93914783271701,19.712624844886278,18,12,64,2022,CNTR,Porto137,Porto41,1
274,Navio6375,196,29,112795,16.66669645639269,12.929849473728773,19,8,51,2015,GLP,Porto172,Porto109,0
275,Navio5967,198,45,135584,12.141693112514623,15.94720879162432,26,14,24,2023,GL,Porto36,Porto96,0
276,Navio2666,212,33,141728,17.686590932309603,17.877756715823818,11,6,86,2010,CNTR,Porto43,Porto8,0
277,Navio3732,209,39,78248,15.34392642212474,13.47753429537196,11,15,94,2014,GS,Porto132,Porto107,0
278,Navio2200,215,39,135100,17.826429995960716,12.570058071480535,18,16,107,2017,CNTR,Porto160,Porto146,0
279,Navio6145,190,29,137619,12.540910896171912,13.28562719166838,26,12,76,2021,CNTR,Porto11,Porto150,0
280,Navio5528,192,31,84876,12.67923386737403,13.261150943132774,15,19,111,2006,CNTR,Porto61,Porto171,0
281,Navio43,298,80,112173,13.19321344292109,13.997038221265566,11,11,44,2006,GSM,Porto200,Porto4,1
282,Navio276,211,54,123872,18.991979363505212,19.067716391953958,19,10,48,2019,CG,Porto156,Porto54,1
283,Navio596,209,50,78674,15.258041983423052,14.710317159904122,13,9,11,2010,GSM,Porto10,Porto152,0
284,Navio511,187,64,148367,14.203607794888086,17.609841457284617,19,15,90,2012,GL,Porto130,Porto40,1
285,Navio3050,214,43,135498,12.22072400362606,16.534695242047704,18,17,18,2023,GL,Porto19,Porto11,0
286,Navio3797,184,30,127200,16.20392050562963,17.349466754196264,10,16,88,2011,GS,Porto19,Porto1,0
287,Navio441,262,77,135614,15.851118724682784,19.745237778779213,29,13,18,2001,GL,Porto112,Porto88,1
288,Navio3648,188,45,82493,17.42403930760334,11.552908575643203,12,8,24,2016,GSM,Porto61,Porto49,0
289,Navio497,282,51,137438,13.296828188573214,19.265756084784154,12,9,54,2021,CNTR,Porto159,Porto167,1
290,Navio236,196,33,99160,16.694744881828676,17.32080274819824,22,18,52,2005,GLP,Porto115,Porto110,0
291,Navio2027,220,40,111667,17.374837713308523,12.240594579989075,24,8,97,2021,CG,Porto36,Porto131,0
292,Navio450,257,42,134592,13.910415781484936,15.637169047309653,24,15,19,2007,CNTR,Porto40,Porto100,1
293,Navio3382,197,28,77285,13.967462433257989,16.5778236947342,10,14,43,2008,CNTR,Porto141,Porto107,0
294,Navio498,189,76,157913,12.090250734351912,16.615618546995915,25,11,77,2003,GS,Porto197,Porto179,1
295,Navio3180,209,30,82221,16.902464361074642,18.435951668445178,13,12,105,2008,GL,Porto6,Porto160,0
296,Navio507,297,46,156943,11.55650340589363,13.931458535671883,14,15,77,2005,GLP,Porto5,Porto56,1
297,Navio49,215,51,96311,19.072053847601126,18.224098298963646,17,6,45,2005,GL,Porto48,Porto50,1
298,Navio516,213,72,158477,19.751551527376286,16.036852559426485,16,5,33,2009,CNTR,Porto189,Porto186,1
299,Navio1652,198,36,130022,14.641246254153746,13.15833385258015,19,16,105,2019,CG,Porto56,Porto129,0
300,Navio500,254,27,96512,15.768860523949066,18.057100319815323,26,19,25,2009,GLP,Porto103,Porto182,1
301,Navio299,273,60,104883,19.942505687873595,16.276378545232454,27,6,94,2001,GS,Porto102,Porto25,1
302,Navio2920,211,46,129944,16.60873893960655,13.882470408256939,25,13,12,2014,GLP,Porto140,Porto95,0
303,Navio492,263,36,78626,17.862052674332688,13.66075607360812,23,5,73,2004,GS,Porto133,Porto111,1
304,Navio3587,202,44,126789,14.453396317806376,18.38849065292812,27,16,21,2019,GL,Porto72,Porto29,0
305,Navio352,185,39,122589,14.732380311710497,17.55580148905701,26,13,40,2003,GL,Porto190,Porto107,1
306,Navio789,188,47,115737,16.4996043627608,13.888399547210241,27,5,73,2021,CG,Porto58,Porto135,0
307,Navio166,219,66,117323,17.529861236846603,18.19153644565753,10,5,101,2023,CNTR,Porto14,Porto167,1
308,Navio533,296,32,104104,14.70169023295906,17.708809412368296,17,19,10,2004,CNTR,Porto75,Porto165,1
309,Navio4373,211,44,124618,15.641536014446626,15.42416707700061,10,7,111,2015,GS,Porto120,Porto30,0
310,Navio3305,201,36,140198,15.842519309768413,12.163552985674016,21,6,103,2023,CNTR,Porto46,Porto193,0
311,Navio5653,183,40,130161,18.27595111187519,16.018979190654314,18,9,56,2012,GSM,Porto134,Porto136,0
312,Navio2803,219,32,138108,12.007292781321322,15.882740191634053,18,9,107,2023,GLP,Porto134,Porto182,0
313,Navio4277,199,44,144284,17.89930361375396,12.529872667360982,22,19,112,2012,CNTR,Porto151,Porto75,0
314,Navio98,251,64,118495,18.039431803195846,14.645653213830402,13,18,47,2013,CG,Porto134,Porto32,1
315,Navio311,268,41,79705,17.02804284728223,18.665988282332044,23,15,13,2023,GSM,Porto136,Porto163,1
316,Navio484,227,56,143514,18.826185840342557,17.80186847103638,11,8,38,2009,GS,Porto73,Porto119,1
317,Navio2913,219,45,115593,11.67130213260979,15.376288732575022,23,14,32,2010,GL,Porto54,Porto130,0
318,Navio84,218,37,84651,18.91272573753951,14.95640876235177,25,13,37,2016,GLP,Porto15,Porto63,1
319,Navio41,271,79,115528,15.96398008857151,13.927487119793478,25,8,60,2005,GL,Porto195,Porto92,1
320,Navio706,198,47,130486,16.614942305060563,18.47180643135367,19,6,115,2012,GS,Porto188,Porto128,0
321,Navio5630,183,34,141913,12.85701931682691,13.938481483445651,29,13,82,2023,GLP,Porto135,Porto58,0
322,Navio5670,185,28,151719,14.45979918372154,18.19206936320016,20,16,74,2010,GLP,Porto130,Porto152,0
323,Navio118,231,55,120032,15.207578287773835,16.16178261177158,22,6,80,2013,GLP,Porto123,Porto40,1
324,Navio1373,198,30,149930,15.138271136213175,14.857261428133139,28,15,28,2016,GLP,Porto125,Porto158,0
325,Navio368,253,69,106282,17.323921438767726,15.232925301931774,17,17,25,2019,CNTR,Porto102,Porto20,1
326,Navio85,285,46,89175,19.47131957623676,13.693723146342457,19,15,46,2017,GLP,Porto34,Porto139,1
327,Navio2397,220,31,111313,16.641298160403487,15.52558674934797,20,17,49,2017,GLP,Porto65,Porto82,0
328,Navio341,286,47,122896,13.109808306327377,17.1930500668667,11,11,17,2010,GSM,Porto79,Porto147,1
329,Navio2634,200,45,86689,16.797604409948214,16.484718156903263,12,18,16,2007,GS,Porto10,Porto25,0
330,Navio134,186,42,91438,13.549605266122006,13.097151639339389,18,8,112,2010,GLP,Porto61,Porto132,0
331,Navio6282,184,29,130184,12.45271669965538,17.569858389736428,29,13,41,2020,GS,Porto87,Porto149,0
332,Navio142,183,62,139647,12.290128185054419,12.56722095992647,27,14,70,2018,GS,Porto115,Porto146,1
333,Navio2285,186,34,77132,13.557478108103489,12.287737245655611,22,5,13,2010,GL,Porto144,Porto80,0
334,Navio485,196,68,126587,15.067867316654942,12.869800153135417,28,11,85,2020,GS,Porto79,Porto28,1
335,Navio331,264,51,93215,19.756237709262816,17.185421161748582,24,12,28,2016,GS,Porto138,Porto163,1
336,Navio5419,215,38,148252,17.188170194197262,15.996821839366358,25,16,71,2017,GSM,Porto177,Porto106,0
337,Navio4604,199,47,94812,13.980472572053442,13.774616433189687,16,11,74,2014,GL,Porto113,Porto162,0
338,Navio559,214,40,135865,17.517440029906926,11.796781183665829,16,17,97,2022,GSM,Porto190,Porto146,0
339,Navio493,205,69,105233,19.6685456705103,16.364814025262834,17,8,36,2005,GL,Porto65,Porto76,1
340,Navio458,201,54,117397,19.617623629544614,14.43710077497558,19,13,25,2018,CNTR,Porto151,Porto51,1
341,Navio403,239,27,140278,19.07540744088074,17.054685220302233,22,11,117,2019,GS,Porto164,Porto56,1
342,Navio108,261,29,93564,12.841268125801319,19.947737557644345,14,8,60,2010,CG,Porto122,Porto140,1
343,Navio535,237,68,146659,17.64727022335355,16.068058475798566,22,7,31,2022,GSM,Porto79,Porto61,1
344,Navio2433,214,45,153362,16.83953704173635,17.712131445060066,16,13,57,2007,GLP,Porto90,Porto156,0
345,Navio45,202,53,158693,16.781834355591307,14.253864523656768,22,6,46,2000,GLP,Porto192,Porto160,1
346,Navio5584,213,37,103001,11.607637697611183,18.40077184143663,15,5,93,2011,GL,Porto158,Porto88,0
347,Navio4014,202,35,133615,12.79302025488992,14.689687622906831,29,12,35,2015,CNTR,Porto3,Porto187,0
348,Navio428,203,76,81466,12.5772935900773,11.537878639641468,27,8,28,2013,GSM,Porto166,Porto82,1
349,Navio11,297,61,108072,17.12066434767078,12.188059835415517,19,11,31,2009,GLP,Porto54,Porto175,1
350,Navio1792,185,38,113689,14.9228692210957,15.978524885155466,16,6,18,2021,GS,Porto83,Porto126,0
351,Navio462,213,76,124269,17.229090134927453,13.954942953825377,23,15,41,2001,GS,Porto41,Porto23,1
352,Navio294,256,51,87334,13.725423554271027,13.0238283827018,12,10,48,1998,CNTR,Porto157,Porto93,1
353,Navio1231,203,30,78647,15.447128732949128,15.946534437641606,26,17,11,2018,GLP,Porto29,Porto123,0
354,Navio5338,220,43,119794,12.231719148245565,15.008277897301094,29,19,88,2008,GL,Porto134,Porto66,0
355,Navio5982,209,46,89240,17.296838094025393,13.786291795592769,16,15,30,2021,GSM,Porto131,Porto2,0
356,Navio247,221,57,143046,14.857053414314814,12.59138214215762,16,12,10,2010,GL,Porto49,Porto14,1
357,Navio2832,224,26,142259,14.493236045344949,12.007169553208273,26,7,47,2020,GL,Porto44,Porto4,0
358,Navio23,229,80,107260,17.23189307695045,17.261900891647443,29,12,74,2020,CG,Porto134,Porto142,1
359,Navio208,279,55,119215,18.916274458059934,16.22311547641157,27,7,110,2004,GL,Porto114,Porto183,1
360,Navio69,221,50,77724,14.830712720928906,18.5679690671801,19,6,17,2001,GS,Porto93,Porto197,1
361,Navio461,234,64,159467,17.59868320449496,16.9822662292815,25,17,77,2015,GL,Porto74,Porto133,1
362,Navio5600,219,30,119766,18.13360982525404,18.394589543242223,13,9,12,2015,GLP,Porto9,Porto13,0
363,Navio3598,215,40,95954,16.19544243051418,13.901228276649299,26,14,25,2012,CG,Porto22,Porto158,0
364,Navio175,215,50,122750,13.104410540344785,14.446453417710334,25,8,98,2023,GS,Porto3,Porto118,0
365,Navio94,195,66,116168,12.456703359868943,17.161300384293636,10,9,46,2018,CG,Porto134,Porto154,1
366,Navio60,297,39,156017,17.772152217529577,14.02791580856649,14,13,16,2013,CNTR,Porto137,Porto196,1
367,Navio332,295,75,152162,15.264096275456666,17.65143953144114,23,14,31,2008,CNTR,Porto60,Porto105,1
368,Navio285,234,71,113999,19.009124103322552,18.612766416965343,25,7,28,2005,CNTR,Porto93,Porto131,1
369,Navio1317,211,30,127043,15.465938987006592,14.53174577118071,18,12,46,2009,CNTR,Porto172,Porto157,0
370,Navio5496,185,45,97271,16.404965531074524,13.719329377102298,18,6,80,2008,GL,Porto87,Porto94,0
371,Navio159,264,30,126960,11.64695630604918,19.804484404000195,11,18,97,2016,CNTR,Porto170,Porto22,1
372,Navio2917,217,30,121020,15.819655222698483,14.540183339313053,13,8,12,2011,GLP,Porto188,Porto4,0
373,Navio481,232,75,124893,13.487735170015254,18.24806283801527,16,8,48,2005,GL,Porto3,Porto191,1
374,Navio5163,203,29,77739,18.206343861981498,17.179360861748783,13,18,115,2017,GL,Porto114,Porto114,0
375,Navio420,275,67,115642,15.408707503891273,12.199545529326109,25,8,104,2006,GSM,Porto61,Porto131,1
376,Navio5807,185,25,133061,12.169827458629364,15.2652819385614,29,16,18,2021,CG,Porto33,Porto140,0
377,Navio251,278,54,135413,14.791933268574967,12.163667772203045,19,5,41,2018,CNTR,Porto121,Porto31,1
378,Navio6007,220,25,114486,12.6615075303805,14.271376133296382,13,19,106,2019,CG,Porto74,Porto128,0
379,Navio388,288,73,158072,12.212331984428413,17.32366726036605,15,17,103,2022,CG,Porto125,Porto174,1
380,Navio90,183,35,122147,16.528453075987827,17.8292434017747,12,7,113,2002,GLP,Porto105,Porto35,1
381,Navio13,270,56,125801,19.653175825056806,19.3711394987874,17,14,23,2016,GLP,Porto112,Porto192,1
382,Navio2724,213,37,96367,16.54196688715711,17.613016549431258,15,17,20,2011,CNTR,Porto160,Porto74,0
383,Navio317,216,42,82047,17.69536094263173,12.568682469422335,28,9,11,2005,GLP,Porto158,Porto19,0
384,Navio5931,186,50,138857,11.933715566122308,11.516434889590737,12,11,80,2016,CG,Porto2,Porto95,0
385,Navio433,266,61,151155,18.825572977476114,16.05579800815475,29,12,101,2011,GL,Porto71,Porto8,1
386,Navio5078,186,28,122260,13.76919446591495,17.61620774559887,28,6,67,2017,GS,Porto182,Porto79,0
387,Navio4639,218,48,113745,14.183175252863071,17.608031851866357,12,5,19,2006,CNTR,Porto71,Porto144,0
388,Navio3557,206,39,130125,14.941037243144235,13.802328158746004,24,8,81,2008,CG,Porto144,Porto34,0
389,Navio78,214,28,126754,16.246911386747065,15.464898559358701,26,14,97,2008,CNTR,Porto16,Porto177,0
390,Navio1771,202,32,92960,18.18329364029853,12.87306613511543,27,10,61,2007,GSM,Porto61,Porto135,0
391,Navio242,201,66,100922,17.053491738942192,14.315339293445051,25,5,50,2006,GSM,Porto138,Porto14,1
392,Navio71,299,62,106828,14.23752934787967,13.116820455077697,23,19,62,2007,GSM,Porto151,Porto10,1
393,Navio5531,216,27,119530,14.631104960268848,11.956036553943571,28,6,15,2008,GS,Porto84,Porto17,0
394,Navio1196,188,34,128237,16.84270442490125,16.255650827430568,15,18,37,2010,CNTR,Porto22,Porto90,0
395,Navio566,218,46,143985,11.93751556514972,11.705812865685402,27,16,59,2013,GL,Porto105,Porto99,0
396,Navio6277,192,40,118913,13.80395164950189,17.29129885012162,25,5,20,2016,CNTR,Porto160,Porto143,0
397,Navio996,196,32,135474,12.262683343778287,13.983926074939635,23,12,38,2019,GS,Porto45,Porto158,0
398,Navio5181,194,39,115632,11.87131607410221,11.62452717761836,11,16,37,2009,GS,Porto66,Porto139,0
399,Navio1203,219,48,122342,12.299323339786218,18.206066908503132,28,10,81,2006,GSM,Porto141,Porto51,0
400,Navio271,267,69,110638,12.515992802387256,19.35472114238817,20,17,70,2012,GL,Porto155,Porto86,1
401,Navio316,271,35,122637,16.296854938086916,13.684985130256042,18,14,74,2008,CG,Porto161,Porto190,1
402,Navio488,222,75,92854,14.500090913282255,16.62529608111446,16,5,100,1998,GLP,Porto55,Porto20,1
403,Navio67,236,72,127511,17.263437563428575,12.896414510332754,16,19,77,2010,GLP,Porto45,Porto41,1
404,Navio235,214,28,144816,15.394100247079908,14.737593018280185,24,12,79,2015,GLP,Porto112,Porto53,0
405,Navio529,234,65,77433,14.28662517633458,13.370200320545418,14,6,96,2013,CG,Porto111,Porto103,1
406,Navio1785,203,39,149083,12.40284163610055,13.562936834036218,13,14,89,2005,GSM,Porto106,Porto80,0
407,Navio396,277,78,103798,19.232556149185527,14.113783776404423,13,17,12,2008,GSM,Porto135,Porto37,1
408,Navio203,235,50,149436,19.545475352350508,17.871250111154097,25,12,22,2023,GL,Porto65,Porto56,1
409,Navio448,228,61,126808,12.484379279991458,18.468829814094622,18,17,43,2015,CG,Porto172,Porto76,1
410,Navio3818,213,45,112433,12.30501052906378,18.27356435658374,27,19,25,2022,GLP,Porto75,Porto148,0
411,Navio2182,204,48,105037,12.67404264844446,14.170572510594393,13,11,84,2009,GSM,Porto35,Porto185,0
412,Navio4292,205,38,80483,11.553508496466575,16.01978916734383,20,15,111,2009,GSM,Porto4,Porto38,0
413,Navio113,206,78,117944,14.511325575400493,13.856659433470494,18,10,64,2006,CNTR,Porto191,Porto47,1
414,Navio12,219,63,106854,15.007779067506682,13.463114948465904,28,9,10,2015,CG,Porto154,Porto131,1
415,Navio430,251,57,125932,13.319159267856486,16.657777770385387,13,16,18,2019,GS,Porto130,Porto193,1
416,Navio274,290,49,147420,16.49532608579606,12.516038039868983,20,14,98,2010,GS,Porto51,Porto24,1
417,Navio287,203,28,128101,17.14295333593151,15.764831798726583,23,8,109,1998,GLP,Porto131,Porto38,1
418,Navio116,300,51,112049,19.936202888312863,18.45497778875884,19,6,118,2012,GLP,Porto10,Porto196,1
419,Navio219,207,58,94639,13.781850219458638,15.419056699470463,10,5,89,2012,GS,Porto163,Porto2,1
420,Navio3254,207,28,135843,17.942812349351826,12.077853513871307,27,14,92,2017,CNTR,Porto47,Porto134,0
421,Navio5305,216,47,125829,12.190625058829967,13.800163445645389,27,6,33,2023,GSM,Porto75,Porto186,0
422,Navio531,190,53,123112,11.71739978581319,11.973902417505146,19,14,17,2005,GSM,Porto78,Porto147,1
423,Navio51,192,60,109009,17.191013267885737,12.990265858596027,11,7,46,2000,CNTR,Porto38,Porto171,1
424,Navio432,282,79,138249,17.018000694422838,17.57968922611176,29,7,21,2009,GLP,Porto97,Porto14,1
425,Navio3075,213,39,122945,16.144010832202756,13.35643127050043,15,15,111,2005,GLP,Porto53,Porto97,0
426,Navio207,197,71,144462,16.274276744007505,14.33071038085464,27,14,70,2018,CNTR,Porto23,Porto9,1
427,Navio350,276,48,150291,19.810143365508335,11.771210416911737,25,12,117,2003,GS,Porto83,Porto200,1
428,Navio31,203,68,117193,12.291885641861409,11.892799625343653,29,19,34,2001,GLP,Porto150,Porto105,1
429,Navio4514,221,47,129434,11.771849039756768,17.366064084092777,15,19,89,2011,GSM,Porto54,Porto73,0
430,Navio16,271,33,110916,16.538168327156093,11.655827571717966,20,9,79,2003,CG,Porto97,Porto59,1
431,Navio179,202,27,120261,12.639418810091176,18.77123337607779,18,8,112,2007,CG,Porto10,Porto108,1
432,Navio210,250,38,153413,12.157321225995288,16.93168329034443,18,13,119,2009,GSM,Porto73,Porto76,1
433,Navio100,251,36,124270,14.24555294844796,13.222060811778261,16,14,102,1999,GLP,Porto46,Porto200,1
434,Navio4401,203,48,153469,13.238230939950025,12.574109464641953,13,11,72,2017,GLP,Porto114,Porto190,0
435,Navio347,216,78,143003,16.607095135932646,16.625181830398038,11,10,83,2012,GL,Porto44,Porto126,1
436,Navio353,252,54,92026,13.93070912627395,14.110223005373498,17,18,94,2015,GS,Porto53,Porto130,1
437,Navio1034,188,39,123327,15.296483966062507,13.302578751034083,18,17,76,2017,CNTR,Porto97,Porto62,0
438,Navio509,206,33,140806,12.3913772288526,16.542313687287077,28,5,52,2017,GS,Porto173,Porto21,0
439,Navio133,276,39,109231,16.4350679389394,17.93599886811967,14,18,45,2018,GSM,Porto197,Porto192,1
440,Navio325,236,39,157120,18.544764410723634,15.977388994509251,21,8,72,2000,GL,Porto124,Porto174,1
441,Navio4153,186,31,134695,17.503711275137153,15.535990413138393,13,12,95,2022,CG,Porto82,Porto146,0
442,Navio178,221,26,108220,12.315241320329084,16.984824970596783,10,10,110,2005,CG,Porto5,Porto23,0
443,Navio520,280,51,159159,14.606722916881413,17.01760909200844,15,15,25,2020,CNTR,Porto24,Porto42,1
444,Navio226,300,35,125497,16.88915468637144,13.691846196143386,14,10,102,2018,GS,Porto164,Porto88,1
445,Navio4615,210,34,105058,15.518847796673967,17.49931258384758,18,5,17,2017,GL,Porto44,Porto140,0
446,Navio125,252,57,153469,12.71414260230477,17.510833893287153,20,6,51,2022,GSM,Porto185,Porto67,1
447,Navio263,269,76,152359,19.31309830241605,16.05481490555978,24,8,85,2007,GLP,Porto125,Porto35,1
448,Navio3134,210,36,131489,12.050512605083291,13.32177627348567,29,5,77,2009,CNTR,Porto124,Porto116,0
449,Navio1382,204,35,101190,12.056589753160196,11.998689346891021,22,13,38,2009,CNTR,Porto154,Porto101,0
450,Navio81,286,45,122192,12.951383207183095,13.440047027404434,25,12,105,2022,GSM,Porto141,Porto63,1
451,Navio222,293,64,153679,13.084663779733454,14.310564648150798,28,13,33,2021,CG,Porto170,Porto100,1
452,Navio1855,212,26,127668,14.031500289516824,18.472836293167173,23,6,104,2020,CNTR,Porto13,Porto45,0
453,Navio3796,214,50,93634,16.777770991276874,17.891644210846714,27,9,35,2021,GSM,Porto18,Porto18,0
454,Navio787,220,38,147303,15.330700532367901,13.653803703854136,25,7,34,2008,GLP,Porto167,Porto45,0
455,Navio109,198,60,142228,14.183895733126871,15.608964683658293,21,7,91,2003,GS,Porto76,Porto94,1
456,Navio314,217,70,95260,16.048843623018584,19.05380154997822,18,8,103,2023,GS,Porto74,Porto178,1
457,Navio3403,221,45,79414,12.12033028460501,18.216800451018244,27,9,21,2023,CNTR,Porto105,Porto138,0
458,Navio4254,219,26,131743,13.204670816639203,18.149674824383993,22,16,97,2017,GSM,Porto119,Porto109,0
459,Navio2804,195,48,88948,12.05224690098233,12.4105997974218,13,16,118,2020,GSM,Porto140,Porto3,0
460,Navio1892,187,43,125763,16.730806266106402,17.371425677104853,13,18,63,2016,GLP,Porto124,Porto156,0
461,Navio1104,220,40,100932,16.289603465184243,14.503995718813737,14,9,79,2012,GLP,Porto157,Porto54,0
462,Navio3418,208,27,98202,17.878016101693625,13.476904185308413,11,9,60,2012,GSM,Porto90,Porto122,0
463,Navio193,290,63,125308,13.908991793051314,12.318144046562107,28,11,62,2023,GS,Porto21,Porto4,1
464,Navio442,262,71,141633,14.604133550595716,16.38026255269793,24,17,40,2023,GL,Porto61,Porto105,1
465,Navio2166,196,33,138454,13.72238718081388,14.68771824485711,20,6,111,2023,CG,Porto91,Porto144,0
466,Navio455,234,44,112401,17.93337712484141,19.77664377485169,29,18,43,2000,GS,Porto49,Porto164,1
467,Navio2710,210,47,94409,17.647777268114098,11.858145472471673,11,9,48,2019,GL,Porto67,Porto81,0
468,Navio101,230,76,153195,16.89385795674511,11.854383303212387,20,9,106,2003,CNTR,Porto86,Porto17,1
469,Navio2516,193,42,101118,16.855678961279636,16.974012048766763,15,6,101,2009,GSM,Porto100,Porto186,0
470,Navio56,299,38,91786,15.957033719728287,18.60215374284675,13,17,80,1999,GSM,Porto172,Porto142,1
471,Navio435,255,73,83505,17.174097569366708,16.271377518855896,20,11,28,2016,GSM,Porto143,Porto34,1
472,Navio3514,222,25,123036,14.417912982177874,16.175003753152726,12,11,60,2015,GL,Porto51,Porto149,0
473,Navio429,265,77,158492,17.846444686414518,17.657834471362005,23,16,52,1998,GL,Porto76,Porto170,1
474,Navio2720,215,48,146998,13.418780133766465,17.16786277953763,16,9,71,2017,GSM,Porto184,Porto58,0
475,Navio4680,199,26,138585,12.66194617789043,11.649324850168181,14,14,114,2020,CG,Porto86,Porto41,0
476,Navio1399,210,37,143359,15.43085574679519,12.430366733066444,20,9,81,2007,GS,Porto184,Porto62,0
477,Navio2655,191,28,113987,16.354921370814306,15.840460133669271,25,5,64,2020,GL,Porto38,Porto127,0
478,Navio70,287,76,82735,15.353163323469538,12.914045237835387,14,7,43,2023,GS,Porto187,Porto101,1
479,Navio126,277,30,96348,17.403359523791764,13.158777395847709,23,19,23,2004,GL,Porto175,Porto62,1
480,Navio4573,185,49,130306,11.576038242414675,11.925463210020334,13,15,40,2017,CNTR,Porto192,Porto68,0
481,Navio128,296,49,142340,15.950839298757252,14.363622650839734,15,16,39,2006,CNTR,Porto177,Porto24,1
482,Navio167,193,46,156132,14.522627576222153,11.652760027829201,24,17,56,2018,CG,Porto123,Porto20,1
483,Navio5908,225,46,146624,14.529368188513956,16.882767852258635,12,17,31,2006,CG,Porto13,Porto133,0
484,Navio2846,200,32,136785,13.279452684497354,13.34126001332652,19,10,13,2007,GS,Porto91,Porto10,0
485,Navio367,200,61,131131,11.845710582494128,18.813507348048518,23,14,75,2020,CG,Porto102,Porto38,1
486,Navio2292,205,32,80000,17.444220664609198,11.760238228813527,15,17,94,2023,GL,Porto132,Porto20,0
487,Navio5,250,66,117451,19.353220020381748,12.930628875791719,14,10,45,2020,GLP,Porto53,Porto121,1
488,Navio48,222,47,125230,16.596069247126433,18.99470626065847,14,7,26,2003,CNTR,Porto14,Porto18,1
489,Navio238,239,67,123473,13.304709610462385,11.671267601687262,19,14,75,2017,CNTR,Porto34,Porto100,1
490,Navio431,205,28,108405,16.82343721582223,15.963920399145797,29,18,22,2011,GS,Porto118,Porto193,0
491,Navio42,232,70,116826,19.38018018203526,11.552720211080116,14,19,114,2008,GLP,Porto88,Porto25,1
492,Navio5820,207,36,104455,15.31095314050141,16.861580896815994,10,18,105,2020,CG,Porto106,Porto2,0
493,Navio515,270,62,153670,15.977715898939355,14.138872803089445,16,11,15,2022,CNTR,Porto80,Porto172,1
494,Navio86,194,31,79448,15.05201492171864,11.502132773187034,17,7,55,2023,GLP,Porto162,Porto113,0
495,Navio525,212,44,110889,15.792932904206536,17.311221450732056,23,17,93,2009,CNTR,Porto8,Porto157,0
496,Navio339,208,63,124221,14.068628024826479,14.548816313757708,27,10,32,2012,CNTR,Porto125,Porto139,1
497,Navio83,240,41,101531,14.504091590533447,12.598300464360003,14,17,24,2010,CG,Porto161,Porto126,1
498,Navio2827,209,48,78898,17.463650425865982,18.021626617358223,12,14,32,2023,GL,Porto75,Porto97,0
499,Navio38,247,26,158917,13.545058843739536,16.117781994900383,21,7,14,2006,CG,Porto44,Porto44,1
500,Navio978,212,37,123596,14.586231947031072,13.342221256439693,29,17,73,2013,GS,Porto176,Porto15,0
