,Nome,LOA (m),Boca (m),DWT (ton),Calado de Entrada (m),Calado de Saída (m),Calado Aéreo (m),Pontal (m),Tamanho de Lança (m),Ano de Construção,Tipo do Navio,Último Porto,Próximo Porto,Situação
323,Navio381,22,16,133037,18,12,17,18,63,2009,CNTR,Porto3,Porto2,1
324,Navio72,29,11,85776,8,12,29,5,89,2017,GLP,Porto1,Porto1,1
325,Navio525,50,12,88311,10,8,19,13,106,2006,CNTR,Porto2,Porto4,1
326,Navio24,23,12,130001,19,14,30,13,41,2016,GSM,Porto4,Porto3,0
327,Navio247,39,10,124291,15,13,25,8,99,2012,GL,Porto3,Porto4,1
328,Navio292,43,10,45257,11,18,15,16,82,2007,GLP,Porto3,Porto3,1
329,Navio628,20,9,129597,11,13,24,5,54,2018,GLP,Porto2,Porto4,1
330,Navio154,46,11,101886,18,13,24,18,92,2018,CG,Porto5,Porto4,1
331,Navio346,15,10,129750,16,14,27,9,25,2020,GL,Porto1,Porto1,1
332,Navio451,51,16,98825,12,11,30,10,61,2022,GLP,Porto1,Porto3,1
333,Navio33,39,17,70412,14,8,34,10,61,2004,GSM,Porto2,Porto5,0
334,Navio464,20,9,39097,16,15,26,14,99,2007,GL,Porto4,Porto5,1
335,Navio25,24,7,57086,19,17,33,18,18,2018,GS,Porto1,Porto5,0
336,Navio17,54,9,100556,11,12,33,10,90,2016,GS,Porto3,Porto2,1
337,Navio184,39,7,145792,10,10,24,7,97,2006,CNTR,Porto2,Porto1,1
338,Navio515,17,15,82741,13,9,11,10,110,2006,CNTR,Porto4,Porto1,1
339,Navio7,34,15,76897,14,19,20,5,93,2010,GL,Porto1,Porto1,0
340,Navio531,30,7,128497,17,18,31,19,24,2019,GSM,Porto1,Porto2,1
341,Navio194,46,12,107105,8,12,13,14,75,2010,CG,Porto4,Porto5,1
342,Navio445,27,17,55222,18,15,18,10,52,2019,GSM,Porto3,Porto1,1
343,Navio40,16,16,172580,11,15,21,12,76,2001,GL,Porto2,Porto4,0
344,Navio503,41,13,72644,17,15,19,17,59,2022,CG,Porto2,Porto3,1
345,Navio88,50,17,88537,17,15,33,18,14,2003,GL,Porto3,Porto5,0
346,Navio519,56,17,73424,15,14,26,11,77,2019,GL,Porto3,Porto5,1
347,Navio481,15,12,129839,18,10,11,16,37,2009,GL,Porto2,Porto5,1
348,Navio643,22,7,140772,15,15,29,18,46,2014,GS,Porto4,Porto3,1
349,Navio656,27,13,34743,14,15,21,11,78,2018,GLP,Porto1,Porto1,1
350,Navio404,48,14,146733,17,15,16,7,39,2018,GS,Porto3,Porto3,1
351,Navio313,39,13,37124,18,9,15,6,106,2009,GL,Porto1,Porto5,1
352,Navio493,58,7,42552,14,9,19,5,118,2020,GL,Porto4,Porto4,1
353,Navio586,21,8,73996,8,12,18,15,94,2011,GLP,Porto4,Porto3,1
354,Navio200,18,17,83988,15,16,24,9,89,2006,CG,Porto4,Porto1,1
355,Navio605,52,6,55152,9,17,24,11,75,2010,GS,Porto5,Porto5,1
356,Navio232,18,11,38798,12,11,16,16,92,2017,GL,Porto1,Porto2,1
357,Navio189,30,15,114517,15,15,19,8,100,2007,GL,Porto3,Porto2,1
358,Navio644,58,7,109182,16,8,29,18,43,2021,CNTR,Porto3,Porto4,1
359,Navio406,38,15,57062,9,8,30,9,113,2014,CG,Porto1,Porto2,1
