Nome,LOA (m),Boca (m),DWT (ton),Calado de Entrada (m),Calado de Saída (m),Calado Aéreo (m),Pontal (m),Tamanho de Lança (m),Ano de Construção,Tipo do Navio,Último Porto,Próximo Porto,Situação
Navio339,37,15,172250,13,19,27,16,54,2013,CNTR,Porto3,Porto4,0
Navio340,50,9,186368,15,11,23,18,100,1999,CG,Porto1,Porto1,0
Navio341,34,17,133313,13,9,30,7,68,2016,GSM,Porto2,Porto5,1
Navio342,22,6,38232,12,17,20,10,84,1998,GSM,Porto3,Porto3,0
Navio343,23,14,62081,14,14,22,5,90,2019,CNTR,Porto2,Porto2,1
Navio344,28,8,94765,13,10,33,19,100,2018,CG,Porto3,Porto3,1
Navio345,20,11,194265,11,12,20,15,57,2008,GS,Porto4,Porto5,0
Navio346,15,10,129750,16,14,27,9,25,2004,GL,Porto5,Porto5,0
Navio347,23,8,180732,17,17,17,17,12,1992,GL,Porto1,Porto4,0
Navio348,30,10,145910,15,17,34,19,36,2000,CNTR,Porto2,Porto5,0
Navio349,30,8,143102,18,17,32,11,68,2015,GS,Porto4,Porto2,1
Navio350,26,6,189941,8,10,17,17,32,1996,GS,Porto2,Porto4,0
Navio351,19,7,190777,13,13,31,12,86,2018,GSM,Porto2,Porto3,0
Navio352,54,11,120149,16,16,28,10,26,2018,GL,Porto2,Porto4,1
Navio353,43,17,150166,14,16,16,9,31,2006,GS,Porto4,Porto5,1
Navio354,41,11,183483,14,13,33,12,29,2011,GSM,Porto3,Porto3,0
Navio355,25,14,176515,17,8,11,13,15,2012,CG,Porto1,Porto2,0
Navio356,42,6,98986,13,12,18,6,59,2008,CNTR,Porto2,Porto5,1
Navio357,50,6,56519,15,16,14,18,29,1990,GLP,Porto2,Porto3,0
Navio358,56,16,64226,19,10,26,16,45,1998,CNTR,Porto5,Porto2,0
Navio359,33,11,165801,17,17,29,7,65,1992,CNTR,Porto5,Porto4,0
Navio360,49,13,109728,9,13,24,14,29,1999,GSM,Porto5,Porto4,0
Navio361,45,9,158810,19,8,34,5,16,2003,GS,Porto1,Porto2,0
Navio362,58,12,85721,8,17,31,19,93,2018,CG,Porto5,Porto2,1
Navio363,33,6,112730,8,12,18,13,40,2011,GSM,Porto1,Porto5,1
Navio364,38,8,77166,10,11,25,8,117,1990,GS,Porto1,Porto3,0
Navio365,16,6,184567,19,15,25,18,102,2009,GS,Porto5,Porto2,0
Navio366,21,16,143438,13,18,10,16,17,1998,GS,Porto3,Porto3,0
Navio367,57,11,81030,16,18,34,12,19,2014,CG,Porto3,Porto2,1
Navio368,45,7,137805,8,10,29,17,103,2000,CNTR,Porto3,Porto1,0
Navio369,31,13,114000,14,10,31,14,71,2002,GSM,Porto3,Porto2,0
Navio370,41,16,102130,11,18,33,11,104,1995,GLP,Porto3,Porto3,0
Navio371,50,9,129503,15,8,21,13,27,1998,GSM,Porto2,Porto4,0
Navio372,57,8,138783,13,8,28,6,17,1992,GSM,Porto3,Porto4,0
Navio373,24,9,159398,8,19,32,10,61,2014,GLP,Porto3,Porto3,0
Navio374,59,8,166846,11,16,12,7,59,2016,GS,Porto2,Porto2,0
Navio375,28,9,141106,15,14,18,17,74,2008,CNTR,Porto3,Porto5,1
Navio376,21,13,125427,12,10,29,14,96,2005,CNTR,Porto4,Porto2,0
Navio377,53,13,147546,14,13,10,15,39,2007,GLP,Porto5,Porto5,1
Navio378,54,7,146004,16,9,32,8,65,2005,CNTR,Porto1,Porto1,0
Navio379,23,10,186722,10,15,14,17,109,1990,GL,Porto5,Porto5,0
Navio380,28,12,118358,9,17,31,17,59,2022,CNTR,Porto2,Porto4,1
Navio381,22,16,133037,18,12,17,18,63,2012,CNTR,Porto4,Porto3,1
Navio382,31,13,80447,10,19,34,15,39,2004,GL,Porto2,Porto5,0
Navio383,37,6,105671,16,19,24,17,22,2022,CNTR,Porto5,Porto2,0
Navio384,30,6,76776,19,8,19,13,98,2022,GL,Porto2,Porto4,0
Navio385,40,12,143629,11,11,13,17,110,2003,GSM,Porto4,Porto3,0
Navio386,23,10,52288,18,13,20,14,56,2011,GLP,Porto5,Porto2,1
Navio387,50,10,171650,14,19,32,19,58,2012,CG,Porto3,Porto5,0
Navio388,21,16,185297,9,14,34,18,56,2000,CG,Porto5,Porto3,0
Navio389,32,17,132646,15,18,32,8,83,2011,GL,Porto4,Porto5,1
Navio390,22,11,175795,17,13,14,14,104,2009,GLP,Porto5,Porto1,0
Navio391,35,7,62314,11,13,30,7,26,1991,GSM,Porto5,Porto4,0
Navio392,40,16,187753,8,9,30,9,19,2006,GS,Porto3,Porto5,0
Navio393,17,8,154564,13,8,22,10,102,1998,CG,Porto1,Porto1,0
Navio394,31,12,122994,17,15,29,12,104,1993,CG,Porto4,Porto3,0
Navio395,38,14,176942,16,11,25,10,30,2011,GSM,Porto5,Porto4,0
Navio396,39,8,77164,15,11,30,16,106,2005,GSM,Porto2,Porto1,0
Navio397,19,16,96816,13,9,24,16,25,2014,GSM,Porto4,Porto5,1
Navio398,51,15,192573,14,12,14,18,48,2019,GSM,Porto2,Porto1,0
Navio399,59,17,147478,16,16,33,12,118,2013,CNTR,Porto1,Porto2,1
Navio400,38,15,186697,11,13,24,9,22,1990,GS,Porto4,Porto5,0
Navio401,45,11,39307,17,19,13,19,89,1990,GSM,Porto2,Porto2,0
Navio402,40,11,110175,14,16,28,6,21,1997,GLP,Porto4,Porto3,0
Navio403,35,17,40565,8,14,33,13,85,2017,GS,Porto3,Porto5,1
Navio404,48,14,146733,17,15,16,7,39,2012,GS,Porto1,Porto5,1
Navio405,52,11,62691,13,13,20,19,29,2016,GSM,Porto2,Porto4,1
Navio406,38,15,57062,9,8,30,9,113,2011,CG,Porto1,Porto3,1
Navio407,42,7,56061,18,12,24,13,100,2015,CG,Porto1,Porto3,1
Navio408,44,15,166717,17,11,22,19,20,2017,GLP,Porto3,Porto1,0
Navio409,48,10,172840,11,16,28,17,70,1999,GSM,Porto2,Porto5,0
Navio410,37,12,139225,8,19,34,10,116,2019,GSM,Porto4,Porto4,0
Navio411,22,15,122218,11,13,18,7,107,2016,GL,Porto3,Porto3,1
Navio412,56,16,34077,10,14,32,6,113,1999,GLP,Porto4,Porto5,0
Navio413,24,14,106340,19,13,34,6,102,2019,CG,Porto2,Porto2,0
Navio414,15,16,156848,9,13,18,15,74,2000,GSM,Porto1,Porto4,0
Navio415,34,6,33513,9,19,28,7,87,2012,GS,Porto4,Porto5,0
Navio416,51,11,85292,9,18,34,19,84,2006,GL,Porto3,Porto1,1
Navio417,32,12,114494,15,8,23,14,61,2010,CNTR,Porto1,Porto5,1
Navio418,35,6,135607,16,8,28,10,33,2017,CG,Porto2,Porto1,1
Navio419,18,12,78236,12,15,30,6,109,2000,GS,Porto3,Porto5,0
Navio420,57,6,196449,10,19,28,9,95,2019,GSM,Porto1,Porto5,0
Navio421,16,12,130868,11,15,24,19,116,1995,CG,Porto1,Porto3,0
Navio422,35,13,193065,16,16,25,5,10,1992,GLP,Porto5,Porto2,0
Navio423,51,7,41071,15,10,19,9,18,2008,CNTR,Porto2,Porto2,1
Navio424,19,7,49304,9,18,23,16,48,2021,GS,Porto5,Porto3,1
Navio425,31,11,74214,18,9,28,13,105,1998,GSM,Porto1,Porto1,0
Navio426,25,6,48976,17,15,21,5,37,2012,GL,Porto3,Porto1,1
Navio427,55,12,198917,16,14,19,15,106,2009,GSM,Porto4,Porto2,0
Navio428,45,10,96204,14,8,18,19,103,2013,GSM,Porto5,Porto3,1
Navio429,42,16,122025,17,8,25,19,55,1995,GL,Porto4,Porto3,0
Navio430,58,10,40417,16,14,11,9,23,2018,GS,Porto5,Porto2,1
Navio431,46,10,124078,19,13,23,19,97,1991,GS,Porto3,Porto5,0
Navio432,35,13,95284,8,13,32,5,35,1993,GLP,Porto1,Porto4,0
Navio433,21,8,198708,19,19,10,5,15,2010,GL,Porto4,Porto5,0
Navio434,24,7,185615,11,18,10,7,18,2004,GL,Porto4,Porto2,0
Navio435,42,17,44274,19,15,19,6,28,1996,GSM,Porto4,Porto4,0
Navio436,50,10,52238,9,8,10,8,83,2017,GSM,Porto4,Porto3,1
Navio437,34,15,85627,9,8,28,14,48,2008,GS,Porto1,Porto4,1
Navio438,27,14,196602,9,13,29,13,57,2019,GL,Porto4,Porto4,0
Navio439,33,10,35314,10,13,29,18,71,1991,GS,Porto1,Porto3,0
Navio440,25,10,184188,10,9,13,18,69,2001,CNTR,Porto1,Porto4,0
Navio441,49,13,49924,12,13,10,16,44,2019,GL,Porto1,Porto5,1
Navio442,48,6,195513,10,9,14,14,53,2001,GL,Porto5,Porto3,0
Navio443,58,13,65578,17,13,28,6,30,2018,GS,Porto4,Porto1,1
Navio444,18,17,189155,18,17,13,10,45,2017,GSM,Porto4,Porto3,0
Navio445,27,17,55222,18,15,18,10,52,2012,GSM,Porto5,Porto1,1
Navio446,51,16,71470,18,12,24,10,40,2016,CNTR,Porto1,Porto4,1
Navio447,16,14,109391,19,19,16,19,109,2012,CNTR,Porto3,Porto5,0
Navio448,15,15,42298,17,15,14,10,95,2014,CG,Porto4,Porto5,1
Navio449,54,15,51168,17,10,33,9,70,2014,CG,Porto4,Porto4,1
Navio450,39,17,43256,15,8,13,10,47,2003,CNTR,Porto3,Porto1,0
Navio451,51,16,98825,12,11,30,10,61,1997,GLP,Porto2,Porto2,0
Navio452,50,11,84885,8,16,32,17,33,2003,GL,Porto4,Porto5,0
Navio453,20,8,42623,19,19,34,11,63,2004,CNTR,Porto1,Porto2,0
Navio454,21,12,179018,15,19,28,16,106,2017,GS,Porto4,Porto4,0
Navio455,18,15,92277,15,10,10,8,43,1997,GS,Porto3,Porto1,0
Navio456,49,11,95444,12,18,11,13,64,2011,GS,Porto1,Porto3,1
Navio457,55,12,47445,9,10,32,17,74,1997,CG,Porto5,Porto3,0
Navio458,48,16,131970,18,8,19,18,67,2014,CNTR,Porto1,Porto1,1
Navio459,43,11,77938,14,18,25,15,30,2011,CG,Porto5,Porto5,1
Navio460,19,9,175576,16,11,28,13,93,2015,GS,Porto5,Porto2,0
Navio461,41,17,109081,8,8,28,15,89,1999,GL,Porto2,Porto4,0
Navio462,47,16,52656,12,15,18,9,91,1997,GS,Porto5,Porto3,0
Navio463,24,17,91760,13,11,25,6,68,1991,GS,Porto1,Porto3,0
Navio464,20,9,39097,16,15,26,14,99,1993,GL,Porto5,Porto5,0
Navio465,48,16,66670,14,9,31,13,89,2021,GLP,Porto3,Porto2,1
Navio466,22,17,171233,8,13,24,16,78,2010,GLP,Porto5,Porto3,0
Navio467,45,6,31539,8,13,28,19,18,2011,GSM,Porto5,Porto4,1
Navio468,23,9,80309,15,15,22,9,63,2006,GL,Porto2,Porto3,1
Navio469,35,10,131201,9,8,25,11,97,2002,GL,Porto4,Porto4,0
Navio470,22,7,154178,17,11,25,7,12,2011,GLP,Porto5,Porto5,1
Navio471,18,6,103333,8,11,28,15,47,1996,CNTR,Porto1,Porto3,0
Navio472,36,16,161180,13,14,17,13,56,1999,CNTR,Porto2,Porto3,0
Navio473,42,15,117209,16,8,33,12,99,2000,CG,Porto3,Porto5,0
Navio474,59,15,191452,9,9,24,5,54,2020,GL,Porto4,Porto5,0
Navio475,18,9,87295,12,15,31,17,60,2014,GS,Porto1,Porto5,1
Navio476,53,15,90092,19,14,17,6,47,1998,GSM,Porto3,Porto4,0
Navio477,35,16,188119,9,16,24,5,73,1991,CG,Porto2,Porto4,0
Navio478,22,9,140976,16,18,28,17,96,2001,GSM,Porto3,Porto1,0
Navio479,34,17,117333,8,15,14,6,96,2017,GLP,Porto4,Porto4,1
Navio480,46,10,62903,10,18,25,19,63,2022,CG,Porto5,Porto4,1
Navio481,15,12,129839,18,10,11,16,37,2003,GL,Porto4,Porto1,0
Navio482,20,11,85940,19,14,16,18,13,1994,CG,Porto4,Porto1,0
Navio483,42,13,121846,16,9,11,12,81,2019,GSM,Porto3,Porto4,1
Navio484,58,7,39766,19,16,32,16,20,1991,GS,Porto1,Porto5,0
Navio485,45,11,34988,12,12,22,16,91,2000,GS,Porto4,Porto3,0
Navio486,24,13,84056,8,17,19,7,111,1996,CNTR,Porto3,Porto3,0
Navio487,34,12,175222,18,13,33,16,16,2016,GS,Porto3,Porto2,0
Navio488,22,17,75904,17,19,33,9,49,2020,GLP,Porto5,Porto5,0
Navio489,36,17,60432,17,16,17,5,63,2002,GL,Porto2,Porto5,0
Navio490,52,12,145704,15,10,25,14,10,1995,CNTR,Porto5,Porto3,0
Navio491,43,17,117452,15,17,24,9,13,2013,CG,Porto3,Porto5,1
Navio492,23,12,123088,11,19,19,6,25,2022,GS,Porto5,Porto2,0
Navio493,58,7,42552,14,9,19,5,118,2022,GL,Porto5,Porto1,1
Navio494,15,14,134498,9,11,14,7,90,1995,GL,Porto4,Porto1,0
Navio495,55,10,137928,19,9,34,5,89,2014,GSM,Porto5,Porto2,0
Navio496,53,8,41349,16,18,29,13,10,2015,CG,Porto3,Porto5,1
Navio497,40,6,50746,12,11,13,13,42,1997,CNTR,Porto4,Porto3,0
Navio498,25,8,120272,13,16,31,12,10,2007,GS,Porto4,Porto3,1
Navio499,49,17,61112,11,16,15,10,21,2014,CG,Porto2,Porto3,1
Navio500,38,14,89877,9,15,20,14,69,2004,GLP,Porto5,Porto5,0
Navio501,47,17,35851,18,17,16,18,98,2007,CG,Porto1,Porto2,1
Navio502,34,9,181290,16,12,32,5,37,1995,GS,Porto2,Porto2,0
Navio503,41,13,72644,17,15,19,17,59,2010,CG,Porto4,Porto2,1
Navio504,29,8,87812,13,19,32,16,61,1991,GL,Porto1,Porto5,0
Navio505,47,7,175570,15,9,18,8,27,2002,GL,Porto1,Porto1,0
Navio506,21,10,47968,12,11,20,10,104,2006,GSM,Porto2,Porto3,1
Navio507,48,10,31998,11,8,31,17,93,1990,GLP,Porto1,Porto2,0
Navio508,59,16,178071,15,8,28,7,54,2004,CG,Porto5,Porto1,0
Navio509,56,10,102491,12,19,21,16,101,2015,GS,Porto2,Porto5,0
Navio510,19,8,175613,19,11,10,6,86,1995,GLP,Porto4,Porto5,0
Navio511,44,10,30228,12,19,19,7,84,2018,GL,Porto3,Porto5,0
Navio512,42,14,146193,8,16,34,13,83,2002,CG,Porto5,Porto4,0
Navio513,32,13,80704,15,19,14,11,19,1997,GLP,Porto4,Porto5,0
Navio514,50,16,51561,18,11,20,7,119,2009,GL,Porto2,Porto1,1
Navio515,17,15,82741,13,9,11,10,110,2011,CNTR,Porto5,Porto4,1
Navio516,35,14,164113,11,12,12,12,35,2015,CNTR,Porto1,Porto1,0
Navio517,30,15,81510,9,17,12,13,38,1990,GL,Porto1,Porto4,0
Navio518,51,11,170608,10,14,32,8,93,2012,GLP,Porto5,Porto3,0
Navio519,56,17,73424,15,14,26,11,77,2015,GL,Porto5,Porto2,1
Navio520,19,15,114447,8,14,23,13,105,2018,CNTR,Porto2,Porto2,1
Navio521,28,7,165658,19,9,16,15,96,1991,GSM,Porto3,Porto5,0
Navio522,45,14,146891,12,9,19,13,119,1992,GL,Porto1,Porto4,0
Navio523,38,17,136583,13,16,22,9,103,2000,GL,Porto3,Porto1,0
Navio524,49,14,115826,12,15,29,12,106,2003,CNTR,Porto5,Porto2,0
Navio525,50,12,88311,10,8,19,13,106,2018,CNTR,Porto5,Porto1,1
Navio526,24,6,71005,10,14,12,9,48,1991,CG,Porto5,Porto1,0
Navio527,41,6,162756,10,14,32,19,39,2016,GLP,Porto2,Porto1,0
Navio528,41,8,56304,9,19,16,12,60,2015,GLP,Porto4,Porto2,0
Navio529,37,9,153527,15,11,19,14,40,2015,CG,Porto5,Porto4,1
Navio530,27,8,194632,9,11,34,17,115,1996,GS,Porto2,Porto4,0
Navio531,30,7,128497,17,18,31,19,24,2005,GSM,Porto3,Porto1,0
Navio532,49,17,169875,15,16,33,11,113,2020,CNTR,Porto4,Porto1,0
Navio533,41,15,105070,19,10,14,7,47,1997,CNTR,Porto4,Porto1,0
Navio534,53,11,105870,15,19,33,6,14,2003,GSM,Porto3,Porto2,0
Navio535,31,12,151250,11,16,17,15,115,2013,GSM,Porto3,Porto1,1
Navio536,55,7,134668,9,9,27,6,69,2017,GS,Porto1,Porto1,1
Navio537,15,16,80065,15,11,18,12,30,2000,GLP,Porto5,Porto1,0
Navio538,25,17,157321,17,12,19,19,33,2015,CG,Porto5,Porto5,0
Navio539,26,14,105925,15,12,30,6,26,2004,GSM,Porto3,Porto2,0
Navio540,28,17,63467,19,11,34,17,62,2021,GLP,Porto3,Porto4,0
Navio541,22,13,30646,17,11,11,18,32,2009,CG,Porto5,Porto2,1
Navio542,45,17,113645,15,11,25,18,16,2000,GL,Porto5,Porto5,0
Navio543,21,13,137580,18,12,27,18,34,2015,GLP,Porto3,Porto5,1
Navio544,45,9,145594,16,15,15,14,37,1998,GSM,Porto4,Porto5,0
Navio545,30,10,81918,18,18,17,7,97,1998,CNTR,Porto3,Porto3,0
Navio546,56,15,74012,11,17,23,18,52,2018,CNTR,Porto5,Porto5,1
Navio547,53,12,196953,17,11,12,15,16,1993,GL,Porto2,Porto1,0
Navio548,58,15,191447,8,10,12,6,39,1998,GS,Porto2,Porto2,0
Navio549,33,12,87077,17,9,16,19,15,2018,GS,Porto2,Porto3,1
Navio550,22,10,133283,15,10,34,6,90,2004,GLP,Porto2,Porto4,0
Navio551,43,17,159469,18,11,28,13,119,2007,GS,Porto4,Porto3,0
Navio552,16,7,190154,13,17,14,13,81,2007,GS,Porto4,Porto5,0
Navio553,56,8,87043,13,18,23,6,10,2000,CG,Porto3,Porto2,0
Navio554,17,6,182180,13,10,22,14,68,1994,CG,Porto5,Porto3,0
Navio555,43,6,123825,17,14,31,10,84,2019,GS,Porto5,Porto4,1
Navio556,29,16,161283,13,13,23,16,54,2022,GSM,Porto5,Porto1,0
Navio557,52,13,81534,10,18,23,10,81,2003,GS,Porto1,Porto4,0
Navio558,42,12,103225,8,15,27,5,55,2019,GL,Porto3,Porto2,1
Navio559,51,8,139375,12,14,20,18,45,2009,GSM,Porto5,Porto2,1
Navio560,46,16,164307,16,15,18,9,11,2001,CG,Porto4,Porto5,0
Navio561,44,17,74387,14,9,12,15,18,1993,CG,Porto4,Porto5,0
Navio562,44,15,105912,9,19,34,9,37,1992,CNTR,Porto3,Porto5,0
Navio563,48,16,138250,13,17,12,18,117,2007,GL,Porto4,Porto1,1
Navio564,27,14,37736,14,10,19,11,39,1991,GSM,Porto4,Porto3,0
Navio565,47,14,196259,15,18,15,13,111,1991,GLP,Porto5,Porto3,0
Navio566,56,8,87517,12,11,16,5,48,2001,GL,Porto2,Porto4,0
Navio567,31,7,69757,18,16,22,18,25,2019,GLP,Porto2,Porto5,1
Navio568,17,16,40969,15,19,15,8,53,1992,GLP,Porto5,Porto1,0
Navio569,23,8,53054,18,9,21,19,53,2014,GS,Porto1,Porto4,1
Navio570,25,17,131872,14,15,29,8,69,2018,GLP,Porto2,Porto4,1
Navio571,41,13,118634,16,10,16,17,22,2019,GS,Porto4,Porto1,1
Navio572,42,12,44588,8,10,16,19,22,1994,CNTR,Porto4,Porto4,0
Navio573,16,12,60280,11,15,33,8,52,2020,GLP,Porto2,Porto4,1
Navio574,15,8,145430,14,16,11,8,30,2014,GLP,Porto4,Porto2,1
Navio575,20,17,194915,16,8,20,6,96,2019,GS,Porto4,Porto2,0
Navio576,39,7,143422,13,11,24,18,49,2010,CNTR,Porto1,Porto3,1
Navio577,49,11,75678,12,17,28,14,106,2012,GL,Porto5,Porto4,1
Navio578,30,12,172559,18,19,34,10,58,2013,CG,Porto4,Porto4,0
Navio579,18,15,71054,16,18,19,18,46,2001,GSM,Porto4,Porto4,0
Navio580,52,15,31288,17,18,32,8,49,2019,GLP,Porto5,Porto1,1
Navio581,58,9,34715,18,14,18,7,77,2002,GLP,Porto3,Porto2,0
Navio582,34,15,122610,17,14,12,7,64,1993,GL,Porto3,Porto5,0
Navio583,39,17,36200,17,15,29,19,12,1997,GL,Porto2,Porto3,0
Navio584,21,10,191103,13,12,28,12,20,2002,GL,Porto3,Porto1,0
Navio585,35,17,149224,19,17,13,6,31,2014,GLP,Porto3,Porto4,0
Navio586,21,8,73996,8,12,18,15,94,2016,GLP,Porto4,Porto5,1
Navio587,43,7,181394,9,11,20,18,97,2005,CG,Porto2,Porto1,0
Navio588,21,12,56282,10,16,10,15,47,2012,GS,Porto1,Porto5,1
Navio589,17,6,49558,17,15,29,14,38,2006,CNTR,Porto4,Porto4,1
Navio590,43,8,101013,15,17,32,19,40,1990,GS,Porto3,Porto3,0
Navio591,43,12,179720,15,10,31,7,45,1994,CNTR,Porto2,Porto3,0
Navio592,53,9,116277,19,16,34,9,30,1996,CG,Porto1,Porto2,0
Navio593,52,13,130238,12,17,20,17,112,2020,GSM,Porto4,Porto3,1
Navio594,20,11,191464,13,9,19,5,61,2009,GLP,Porto4,Porto4,0
Navio595,24,16,182802,10,10,28,10,90,2006,GLP,Porto5,Porto3,0
Navio596,51,16,199355,10,13,26,15,98,2007,GSM,Porto4,Porto5,0
Navio597,28,8,64034,12,11,20,11,41,2019,GSM,Porto4,Porto2,1
Navio598,36,12,190332,19,9,21,17,10,2002,GS,Porto2,Porto4,0
Navio599,46,12,176618,19,14,33,17,26,2000,GL,Porto4,Porto3,0
Navio600,32,16,98539,8,19,31,9,32,2007,GSM,Porto4,Porto4,0
Navio601,50,17,36592,13,19,32,11,53,2014,GSM,Porto4,Porto3,0
Navio602,23,7,77037,18,9,33,16,104,2017,GL,Porto5,Porto1,1
Navio603,40,15,195730,16,16,23,11,92,2004,GL,Porto2,Porto4,0
Navio604,36,16,152873,13,13,24,11,40,1998,GL,Porto1,Porto1,0
Navio605,52,6,55152,9,17,24,11,75,2008,GS,Porto3,Porto3,1
Navio606,37,7,152937,16,11,10,6,48,2017,CG,Porto5,Porto1,1
Navio607,31,9,199855,16,11,18,7,48,2016,CNTR,Porto5,Porto4,0
Navio608,40,9,38836,12,15,19,18,93,2013,CG,Porto5,Porto1,1
Navio609,52,7,82580,8,14,10,17,116,1997,CG,Porto2,Porto1,0
Navio610,16,17,94901,13,12,32,13,63,2000,GSM,Porto2,Porto3,0
Navio611,20,9,194574,15,13,33,11,37,1992,CNTR,Porto5,Porto1,0
Navio612,21,10,123435,9,13,14,8,69,2011,GSM,Porto2,Porto3,1
Navio613,27,9,156002,14,10,23,16,24,2002,GS,Porto4,Porto1,0
Navio614,41,15,60079,16,11,31,18,92,2001,GS,Porto2,Porto3,0
Navio615,25,15,98778,19,16,25,14,119,2012,GL,Porto5,Porto2,0
Navio616,29,11,168672,16,13,18,18,56,2003,GL,Porto2,Porto1,0
Navio617,23,12,144959,15,17,11,15,63,2014,CG,Porto4,Porto5,1
Navio618,22,14,130581,13,11,24,12,59,2013,GL,Porto1,Porto5,1
Navio619,20,16,84389,16,12,22,5,91,2013,GLP,Porto3,Porto2,1
Navio620,57,15,60428,9,18,11,10,27,2018,CNTR,Porto4,Porto2,1
Navio621,18,17,187275,14,17,34,7,31,2004,GS,Porto5,Porto1,0
Navio622,25,11,74539,18,14,18,10,79,2019,CNTR,Porto1,Porto3,1
Navio623,42,11,131559,8,19,14,17,27,1991,CNTR,Porto3,Porto4,0
Navio624,40,14,196781,18,10,13,12,13,2018,CG,Porto4,Porto3,0
Navio625,18,10,79825,13,16,25,10,45,2020,GSM,Porto5,Porto4,1
Navio626,29,11,44603,13,19,16,5,65,2005,GL,Porto4,Porto5,0
Navio627,33,6,54539,19,18,25,18,24,2021,GS,Porto5,Porto4,0
Navio628,20,9,129597,11,13,24,5,54,2018,GLP,Porto3,Porto4,1
Navio629,19,7,167607,12,13,28,7,46,1998,GL,Porto5,Porto3,0
Navio630,32,12,78536,14,16,15,7,14,2009,GL,Porto5,Porto4,1
Navio631,20,14,174483,19,17,17,16,76,2005,GL,Porto5,Porto5,0
Navio632,45,12,54146,13,17,19,10,117,2008,GS,Porto1,Porto1,1
Navio633,39,9,187992,11,16,21,17,53,1990,GS,Porto5,Porto5,0
Navio634,18,10,64487,16,19,27,19,80,1990,GL,Porto5,Porto4,0
Navio635,20,11,159601,15,15,11,18,44,1991,CG,Porto1,Porto5,0
Navio636,55,14,76363,15,9,33,11,103,2000,GS,Porto5,Porto2,0
Navio637,51,17,106687,18,17,23,9,41,2020,GS,Porto1,Porto2,1
Navio638,39,8,110169,16,14,29,14,76,2000,GLP,Porto3,Porto1,0
Navio639,48,15,144637,19,16,30,12,95,1992,GLP,Porto2,Porto4,0
Navio640,33,9,56118,16,15,23,7,115,1991,CG,Porto2,Porto1,0
Navio641,48,8,57872,19,16,17,17,108,1999,CNTR,Porto4,Porto2,0
Navio642,29,15,37992,14,13,25,19,51,1993,GSM,Porto1,Porto3,0
Navio643,22,7,140772,15,15,29,18,46,2003,GS,Porto5,Porto3,0
Navio644,58,7,109182,16,8,29,18,43,2005,CNTR,Porto1,Porto3,0
Navio645,48,16,57014,10,16,29,14,67,1999,GLP,Porto5,Porto2,0
Navio646,32,14,165713,11,18,12,12,75,2008,CNTR,Porto4,Porto1,0
Navio647,44,16,30383,12,19,21,7,60,1992,GSM,Porto4,Porto1,0
Navio648,27,12,146606,12,18,31,14,34,1994,CG,Porto3,Porto5,0
Navio649,47,16,191838,12,16,14,18,69,2004,GL,Porto2,Porto4,0
Navio650,49,9,55114,19,11,28,9,110,2005,GL,Porto2,Porto2,0
Navio651,38,17,35171,12,18,30,16,10,2010,GS,Porto4,Porto3,1
Navio652,40,8,162256,9,10,10,13,77,2015,GS,Porto3,Porto4,0
Navio653,58,8,177132,10,19,33,10,108,2008,GLP,Porto2,Porto1,0
Navio654,56,10,195678,13,13,20,16,74,2012,CNTR,Porto1,Porto4,0
Navio655,15,16,82319,14,15,27,12,16,2010,GL,Porto3,Porto3,1
Navio656,27,13,34743,14,15,21,11,78,1992,GLP,Porto1,Porto4,0
Navio657,24,8,178263,17,14,34,19,35,1997,CNTR,Porto4,Porto3,0
Navio658,33,10,184817,19,8,22,11,40,2008,GSM,Porto5,Porto2,0
Navio659,19,10,64405,19,11,31,5,33,2003,CNTR,Porto1,Porto4,0
Navio660,22,15,118731,10,10,28,6,119,1991,GS,Porto5,Porto1,0
Navio661,18,17,72918,13,17,18,7,91,2022,CNTR,Porto1,Porto1,1
Navio662,27,7,138077,8,19,15,15,104,1993,CNTR,Porto3,Porto5,0
Navio663,52,11,182215,18,12,15,18,45,2019,GLP,Porto2,Porto2,0
Navio664,33,9,91708,17,18,15,15,68,1993,GSM,Porto5,Porto5,0
Navio665,22,13,63417,9,13,27,16,84,1995,CG,Porto1,Porto4,0
Navio666,41,10,163277,9,18,20,15,49,2017,GL,Porto2,Porto4,0
Navio667,44,16,146893,9,17,25,18,104,2000,GSM,Porto2,Porto3,0
Navio668,18,8,105789,16,9,10,5,113,1996,CNTR,Porto5,Porto2,0
Navio669,25,17,145287,11,17,30,13,32,2002,CNTR,Porto4,Porto5,0
Navio670,35,6,154696,11,9,25,13,30,1991,GS,Porto3,Porto1,0
Navio671,57,17,192884,10,8,29,7,64,1993,GLP,Porto2,Porto5,0
Navio672,16,15,80616,19,19,30,17,38,1998,CG,Porto5,Porto3,0
Navio673,35,8,35835,11,12,29,11,55,2001,GS,Porto4,Porto3,0
Navio674,31,8,134636,11,12,23,13,69,2007,GL,Porto3,Porto2,1
Navio675,57,15,119752,8,18,34,5,72,1993,GL,Porto4,Porto4,0
Navio676,43,12,35733,16,8,20,9,111,2009,GSM,Porto3,Porto4,1
Navio677,41,14,50584,19,10,28,18,58,1993,CG,Porto5,Porto3,0
Navio678,38,15,169752,17,11,19,15,111,2019,GL,Porto2,Porto1,0
Navio679,17,7,157541,19,8,22,19,77,2016,GSM,Porto3,Porto5,0
