,Nome,LOA (m),Boca (m),DWT (ton),Calado de Entrada (m),Calado de Saída (m),Calado Aéreo (m),Pontal (m),Tamanho de Lança (m),Ano de Construção,Tipo do Navio,Último Porto,Próximo Porto,Situação
315,Navio3656,23,14,183383,14,12,12,9,18,2014,GLP,Porto104,Porto154,1
316,Navio2323,29,16,35790,13,12,29,8,84,2008,GS,Porto94,Porto21,0
317,Navio2212,18,13,67060,18,13,17,5,45,2013,GSM,Porto142,Porto93,0
318,Navio3777,57,9,64484,11,19,16,6,51,2020,GLP,Porto20,Porto192,1
319,Navio2494,44,6,51700,17,11,31,5,36,2020,CNTR,Porto6,Porto15,0
320,Navio3700,28,7,53307,19,19,32,12,32,2009,GS,Porto139,Porto131,1
321,Navio3098,59,9,103453,16,17,15,10,54,2021,GS,Porto115,Porto46,0
322,Navio2739,38,12,50843,18,10,12,10,68,2012,GS,Porto53,Porto41,0
323,Navio2129,53,8,105640,12,18,25,8,51,2007,GSM,Porto142,Porto179,0
324,Navio3645,36,8,66587,9,9,10,9,76,2014,GS,Porto42,Porto182,0
325,Navio3928,53,7,77800,9,19,20,7,62,2003,GS,Porto173,Porto189,1
326,Navio3906,48,9,148458,9,18,15,12,73,2022,CNTR,Porto184,Porto20,0
327,Navio3904,42,6,54659,12,14,34,13,79,2000,GS,Porto120,Porto16,1
328,Navio2370,41,17,70885,16,15,15,18,92,2011,GL,Porto42,Porto141,0
329,Navio3175,31,7,48603,18,11,24,6,42,2006,GLP,Porto80,Porto43,0
330,Navio3837,52,12,43137,11,9,26,13,47,2002,GLP,Porto15,Porto47,1
331,Navio2144,29,7,105753,8,9,12,15,54,2018,CG,Porto133,Porto29,0
332,Navio2509,37,13,117532,11,12,34,8,86,2022,GLP,Porto160,Porto129,0
333,Navio3847,36,14,96506,13,9,34,7,19,2011,GSM,Porto37,Porto102,0
334,Navio2972,17,17,63224,13,10,26,14,25,2012,CG,Porto59,Porto79,0
335,Navio2866,43,8,48951,10,9,24,17,74,2017,GS,Porto172,Porto59,0
336,Navio3672,36,16,111613,11,17,18,14,90,2002,GLP,Porto190,Porto78,1
337,Navio3824,18,6,146557,13,10,31,17,94,2019,GLP,Porto157,Porto40,0
338,Navio2239,26,9,86604,11,17,18,10,70,2014,GLP,Porto160,Porto35,0
339,Navio3034,25,14,33697,9,12,21,16,119,2018,GL,Porto86,Porto143,0
340,Navio2576,41,16,140398,18,14,17,10,36,2007,GLP,Porto42,Porto47,0
341,Navio3764,54,11,127340,18,16,31,16,92,2010,CNTR,Porto142,Porto79,0
342,Navio3952,47,12,96652,12,18,26,13,14,2001,CG,Porto191,Porto99,1
343,Navio3063,15,15,112031,18,9,26,16,79,2020,GL,Porto87,Porto148,0
344,Navio2795,19,11,95592,9,14,24,7,43,2009,GSM,Porto28,Porto93,0
345,Navio2720,52,16,125470,14,11,23,19,50,2013,GSM,Porto3,Porto149,0
346,Navio2122,18,6,135535,13,17,29,6,19,2010,GLP,Porto26,Porto7,0
347,Navio3938,22,15,120589,19,9,13,6,15,2012,GSM,Porto157,Porto21,1
348,Navio3356,16,9,47499,13,14,19,16,51,2021,GSM,Porto78,Porto85,0
349,Navio3993,19,16,131780,15,9,34,16,106,2012,GL,Porto110,Porto29,0
350,Navio3186,15,12,153944,8,11,19,5,37,2015,CG,Porto35,Porto55,0
351,Navio3353,38,17,124087,18,14,12,15,39,2022,CNTR,Porto186,Porto2,0
352,Navio2890,47,7,39003,17,12,17,8,111,2020,CNTR,Porto85,Porto58,0
353,Navio3973,32,10,191116,9,15,31,16,28,2014,GL,Porto169,Porto85,1
354,Navio2407,45,6,68062,15,12,11,17,111,2011,GL,Porto161,Porto168,0
355,Navio3677,47,15,66850,8,15,28,16,82,2022,CG,Porto86,Porto102,0
356,Navio2247,52,16,114210,14,9,25,11,48,2006,CNTR,Porto17,Porto180,0
357,Navio3879,52,16,121723,10,9,28,16,58,2010,GS,Porto165,Porto58,0
358,Navio3887,40,15,80512,15,16,18,13,80,2004,GL,Porto106,Porto24,1
359,Navio2620,57,10,114399,14,15,10,16,47,2009,GS,Porto20,Porto6,0
360,Navio2236,53,8,107247,15,10,28,8,74,2007,GSM,Porto19,Porto199,0
361,Navio3670,22,17,42964,13,14,18,9,18,2002,CNTR,Porto197,Porto193,1
362,Navio2176,41,12,90276,15,10,16,9,14,2019,GSM,Porto161,Porto118,0
363,Navio3237,49,14,50662,17,17,14,7,38,2007,GS,Porto94,Porto170,0
364,Navio3617,26,11,61426,14,15,19,10,46,2021,CNTR,Porto7,Porto42,0
365,Navio2461,28,9,55711,12,17,16,11,32,2021,GLP,Porto61,Porto137,0
366,Navio3834,58,9,43154,19,13,10,14,42,2010,GL,Porto47,Porto87,1
367,Navio3957,59,6,178079,11,16,14,16,98,2009,GL,Porto194,Porto161,1
368,Navio2281,56,16,141279,17,15,10,6,107,2019,CNTR,Porto133,Porto5,0
369,Navio3436,53,7,100239,18,12,16,17,92,2010,CNTR,Porto63,Porto191,0
370,Navio3924,25,6,59730,17,16,19,12,75,1998,CG,Porto51,Porto59,1
371,Navio3968,53,7,36987,15,17,21,11,11,1998,CNTR,Porto178,Porto148,1
372,Navio2993,44,16,137402,10,12,18,9,21,2022,CG,Porto70,Porto10,0
373,Navio2393,53,11,89304,17,15,19,10,85,2018,GL,Porto86,Porto145,0
374,Navio2733,50,12,94043,9,11,17,14,103,2010,CNTR,Porto91,Porto121,0
375,Navio2289,31,16,99629,14,17,12,7,83,2008,CNTR,Porto154,Porto86,0
376,Navio3147,21,15,130618,12,11,18,12,83,2017,GS,Porto171,Porto175,0
377,Navio2133,31,10,35351,11,17,34,15,107,2012,GL,Porto127,Porto171,0
378,Navio3516,21,17,58647,11,13,30,5,65,2007,GL,Porto7,Porto112,0
379,Navio2855,21,6,67753,17,13,29,15,105,2009,GSM,Porto150,Porto87,0
380,Navio3855,39,8,152801,8,15,27,5,27,2007,GSM,Porto135,Porto10,0
381,Navio3926,48,15,156497,17,14,22,7,69,2022,GL,Porto109,Porto159,1
382,Navio3770,16,17,199246,18,13,13,9,34,2003,CG,Porto47,Porto78,1
383,Navio3735,46,10,119802,8,11,21,10,39,2015,CNTR,Porto177,Porto18,0
384,Navio3699,49,6,54444,10,11,34,16,51,2000,CNTR,Porto67,Porto156,1
385,Navio3663,40,17,33285,18,9,32,17,45,2001,GL,Porto88,Porto199,1
386,Navio2357,59,17,123663,12,13,17,12,56,2006,GLP,Porto62,Porto39,0
387,Navio3723,43,17,101046,9,14,30,10,50,2003,CNTR,Porto33,Porto175,1
388,Navio2383,27,7,129243,15,10,24,6,70,2019,GL,Porto111,Porto131,0
389,Navio3574,34,13,95485,10,16,14,7,104,2008,GLP,Porto126,Porto66,0
390,Navio3871,22,12,130392,17,12,29,13,94,2015,CNTR,Porto53,Porto18,0
391,Navio3603,57,6,36138,12,17,21,6,24,2017,CG,Porto78,Porto169,0
392,Navio3559,38,9,116695,14,17,13,11,14,2011,GLP,Porto194,Porto181,0
393,Navio3936,55,11,44698,10,17,26,14,80,2001,GS,Porto100,Porto4,1
394,Navio2499,23,15,52796,10,17,13,8,17,2020,CNTR,Porto128,Porto142,0
395,Navio2146,47,13,34795,17,13,25,18,100,2019,GL,Porto18,Porto154,0
396,Navio3135,17,14,85445,8,12,16,18,108,2019,GS,Porto137,Porto90,0
397,Navio3074,20,7,145096,13,9,19,5,87,2009,GSM,Porto65,Porto160,0
398,Navio2749,15,15,45838,11,18,30,12,35,2010,GL,Porto169,Porto198,0
399,Navio2797,56,9,63450,12,17,33,8,35,2016,CG,Porto38,Porto182,0
400,Navio2188,41,8,141639,18,11,26,19,20,2008,CG,Porto101,Porto104,0
401,Navio2562,37,11,110408,10,9,19,11,71,2015,GSM,Porto82,Porto118,0
402,Navio3803,25,9,44440,18,10,10,8,32,2006,CNTR,Porto134,Porto8,0
403,Navio3507,18,16,34000,9,17,33,16,95,2014,CNTR,Porto176,Porto20,0
404,Navio2852,38,14,110969,13,14,32,18,16,2008,CNTR,Porto142,Porto123,0
405,Navio3799,50,8,97068,11,9,21,10,62,1998,CNTR,Porto17,Porto175,1
406,Navio3013,51,12,95900,8,13,19,13,49,2012,CNTR,Porto41,Porto108,0
407,Navio3397,58,11,137613,12,13,16,19,96,2011,GS,Porto96,Porto23,0
408,Navio2343,57,10,92345,15,9,26,17,103,2007,GS,Porto114,Porto55,0
409,Navio3073,16,14,151670,13,8,28,15,55,2009,CNTR,Porto102,Porto164,0
410,Navio2961,21,8,106857,18,9,22,6,16,2015,GSM,Porto157,Porto21,0
411,Navio2444,40,9,108660,8,9,29,19,23,2015,GL,Porto145,Porto51,0
412,Navio3299,20,15,113259,8,18,12,12,85,2010,GSM,Porto194,Porto97,0
413,Navio3378,55,7,63051,17,8,24,5,83,2022,CNTR,Porto38,Porto12,0
414,Navio3738,19,10,158005,9,13,29,9,20,2002,CG,Porto12,Porto125,1
415,Navio3632,47,16,52901,14,10,13,11,14,2007,CG,Porto7,Porto32,0
416,Navio3908,23,11,89967,16,10,10,14,109,2011,GSM,Porto134,Porto150,0
417,Navio3765,44,14,50501,10,16,17,7,117,2014,GL,Porto17,Porto198,0
418,Navio2134,17,17,65051,15,13,30,8,17,2008,CG,Porto65,Porto105,0
419,Navio3796,28,6,64830,9,19,23,11,24,2014,GSM,Porto190,Porto26,1
420,Navio2292,44,10,99341,11,15,21,6,66,2012,GL,Porto120,Porto134,0
421,Navio3440,16,9,84264,9,12,19,19,95,2010,CNTR,Porto157,Porto199,0
422,Navio3686,55,11,43364,9,10,21,9,112,2001,CG,Porto83,Porto181,1
423,Navio2799,18,12,43308,15,15,26,10,69,2010,CG,Porto174,Porto56,0
424,Navio3675,58,14,153497,8,16,28,11,24,1998,GL,Porto158,Porto115,1
425,Navio3402,53,12,98476,17,17,29,11,41,2022,GL,Porto96,Porto74,0
426,Navio3747,25,16,78606,18,14,24,9,63,2007,GS,Porto131,Porto64,0
427,Navio2683,58,16,85677,12,10,18,18,107,2012,GSM,Porto14,Porto82,0
428,Navio3016,50,11,71422,10,16,32,5,53,2007,GLP,Porto101,Porto44,0
429,Navio3676,51,14,190440,15,19,17,11,90,2015,GSM,Porto185,Porto175,1
430,Navio3875,50,9,51921,19,12,24,6,93,2011,GL,Porto127,Porto155,1
431,Navio3890,54,16,158535,10,12,17,5,40,2010,CG,Porto58,Porto130,1
432,Navio3123,42,15,89839,14,17,26,5,98,2006,CG,Porto46,Porto50,0
433,Navio3027,32,6,115681,12,17,16,9,80,2016,GSM,Porto128,Porto122,0
434,Navio2333,31,14,51994,9,11,34,14,114,2022,CG,Porto62,Porto125,0
435,Navio2443,50,8,130533,11,17,18,18,97,2017,CG,Porto70,Porto120,0
436,Navio2341,31,15,122009,8,12,12,11,51,2006,CG,Porto147,Porto196,0
437,Navio2528,41,15,120541,15,18,30,19,113,2011,GSM,Porto133,Porto126,0
438,Navio3650,44,7,168065,15,17,33,8,103,2015,CNTR,Porto113,Porto153,1
439,Navio3099,49,11,86774,13,17,16,11,107,2020,CG,Porto78,Porto97,0
440,Navio3970,37,11,36953,8,10,17,13,115,2011,CG,Porto29,Porto14,0
441,Navio2750,18,16,135713,18,10,25,15,25,2011,GSM,Porto125,Porto133,0
442,Navio3805,49,11,149467,15,19,11,6,14,2020,GSM,Porto167,Porto36,1
443,Navio3565,44,12,148275,17,16,21,17,75,2019,GLP,Porto106,Porto27,0
444,Navio2708,35,13,94815,12,16,20,18,29,2016,GL,Porto94,Porto53,0
445,Navio2298,49,15,91757,16,13,17,11,69,2016,GLP,Porto99,Porto144,0
446,Navio2092,29,16,70304,10,11,15,7,90,2018,GL,Porto106,Porto71,0
447,Navio3861,27,9,157660,8,15,20,7,38,2007,GL,Porto131,Porto192,1
448,Navio2789,42,7,102456,12,17,27,17,38,2017,GL,Porto160,Porto170,0
449,Navio3498,20,10,32609,14,12,20,11,20,2007,CNTR,Porto109,Porto118,0
450,Navio2900,31,15,32651,17,17,21,10,113,2021,GSM,Porto154,Porto198,0
451,Navio2120,43,13,108265,15,15,30,13,116,2017,GLP,Porto181,Porto80,0
452,Navio2224,46,14,33059,9,15,15,10,14,2012,GL,Porto14,Porto55,0
453,Navio3308,33,14,65073,13,8,21,14,78,2014,CG,Porto2,Porto189,0
454,Navio3701,45,7,57271,18,14,17,13,80,2013,GS,Porto147,Porto126,0
455,Navio3107,45,17,110462,17,15,29,14,90,2016,CNTR,Porto31,Porto21,0
456,Navio2629,35,14,39491,17,18,29,7,90,2021,GLP,Porto101,Porto103,0
457,Navio2978,28,14,128768,11,13,20,11,81,2015,GS,Porto185,Porto176,0
458,Navio3072,54,16,38897,9,17,12,14,31,2018,GS,Porto187,Porto112,0
459,Navio2924,23,9,78348,13,8,13,7,102,2011,CG,Porto77,Porto157,0
460,Navio2742,31,9,92338,15,8,13,17,75,2015,CNTR,Porto47,Porto128,0
461,Navio3413,53,10,135551,17,18,13,11,74,2013,GLP,Porto106,Porto96,0
462,Navio3918,55,16,72734,13,9,28,8,81,2007,GSM,Porto174,Porto128,0
463,Navio3040,33,15,45964,15,15,30,11,78,2012,GL,Porto127,Porto23,0
464,Navio2615,32,16,31158,8,14,28,12,108,2007,GS,Porto17,Porto135,0
465,Navio2964,49,6,53768,9,18,14,9,60,2013,GS,Porto125,Porto53,0
466,Navio2415,58,17,141628,8,15,24,10,85,2021,CG,Porto156,Porto74,0
467,Navio2684,35,11,41573,9,15,23,6,116,2010,CG,Porto174,Porto176,0
468,Navio3112,15,16,69327,12,9,31,6,41,2020,GLP,Porto182,Porto154,0
469,Navio3798,34,11,56756,10,17,25,11,64,2022,GL,Porto97,Porto98,0
470,Navio2484,24,17,106381,13,10,27,5,27,2009,CG,Porto26,Porto180,0
471,Navio2498,39,6,105389,9,15,12,18,77,2018,GL,Porto93,Porto149,0
472,Navio3816,21,17,87450,14,16,22,8,18,2019,GSM,Porto65,Porto69,0
473,Navio2180,28,11,139351,16,10,18,14,49,2012,GSM,Porto120,Porto145,0
474,Navio2805,59,13,40638,12,15,12,7,46,2013,GLP,Porto114,Porto118,0
475,Navio2651,40,17,98500,13,10,27,5,64,2010,GLP,Porto71,Porto93,0
476,Navio3687,50,14,130245,18,13,27,5,89,2002,CG,Porto1,Porto152,1
477,Navio2145,30,16,81039,16,17,28,11,30,2016,GLP,Porto180,Porto140,0
478,Navio3792,39,6,45197,11,15,15,16,65,2007,CNTR,Porto199,Porto109,0
479,Navio3763,26,9,55499,17,8,11,8,26,2011,GSM,Porto81,Porto102,0
480,Navio3791,37,11,56043,9,13,18,19,112,2002,GLP,Porto108,Porto53,1
481,Navio3556,28,12,66073,17,13,22,8,16,2012,CG,Porto148,Porto168,0
482,Navio3713,39,17,36339,9,10,12,11,68,2018,CNTR,Porto112,Porto148,0
483,Navio2668,27,9,40171,16,17,10,18,79,2019,GL,Porto179,Porto85,0
484,Navio2873,50,12,102881,16,18,27,9,35,2007,GL,Porto152,Porto103,0
485,Navio3265,58,14,115319,17,16,33,14,57,2014,GSM,Porto39,Porto29,0
486,Navio3171,48,10,40866,13,16,25,10,68,2008,GLP,Porto25,Porto22,0
487,Navio2531,26,6,43605,10,13,34,14,37,2020,GS,Porto122,Porto10,0
488,Navio3698,16,7,107001,12,9,21,5,111,2022,GSM,Porto37,Porto20,0
489,Navio3934,17,11,114911,18,8,14,9,93,2000,GSM,Porto6,Porto166,1
490,Navio2371,33,11,92989,14,11,31,19,23,2013,CG,Porto161,Porto93,0
491,Navio3755,32,16,111538,10,11,26,8,49,2011,GS,Porto100,Porto48,0
492,Navio2624,49,13,47157,15,10,17,16,76,2012,GLP,Porto81,Porto70,0
493,Navio2450,36,17,149499,17,13,27,12,55,2018,CG,Porto149,Porto45,0
494,Navio3841,55,16,141185,8,13,34,6,75,2015,GL,Porto123,Porto35,0
495,Navio2656,45,16,154385,18,17,27,9,33,2011,GS,Porto91,Porto12,0
496,Navio2689,53,6,145777,9,9,12,16,56,2010,GS,Porto38,Porto82,0
497,Navio3705,50,11,141897,18,14,16,9,50,2001,GS,Porto45,Porto122,1
498,Navio3620,39,8,42437,16,11,24,14,70,2015,GSM,Porto168,Porto91,0
499,Navio2561,28,6,73023,10,17,17,18,24,2021,GSM,Porto33,Porto87,0
500,Navio2987,33,10,74810,17,10,25,9,78,2012,GLP,Porto62,Porto17,0
501,Navio3252,41,9,145268,12,11,33,17,97,2014,CNTR,Porto141,Porto134,0
502,Navio3741,21,16,49769,18,9,30,11,11,2017,GLP,Porto159,Porto22,0
503,Navio3897,56,8,158524,19,8,30,13,72,2003,CNTR,Porto33,Porto20,1
504,Navio3956,42,12,40182,11,12,21,9,11,2002,CG,Porto12,Porto129,1
505,Navio3695,15,16,78917,10,17,27,9,66,2018,GLP,Porto26,Porto189,0
506,Navio3611,57,15,147342,14,10,13,10,115,2006,GSM,Porto102,Porto194,0
507,Navio3646,23,16,102823,11,16,22,14,59,2007,GLP,Porto65,Porto156,0
508,Navio2882,16,9,82595,16,18,25,8,71,2010,GLP,Porto73,Porto89,0
509,Navio3586,35,13,90927,10,10,25,9,77,2020,CNTR,Porto43,Porto121,0
510,Navio3771,59,17,46556,10,11,34,6,72,2009,CG,Porto189,Porto187,0
511,Navio2102,26,6,32318,18,13,10,19,83,2018,CNTR,Porto151,Porto94,0
512,Navio2696,45,8,51497,13,8,31,11,11,2009,GS,Porto15,Porto195,0
513,Navio2417,28,16,80856,11,16,22,6,61,2014,GL,Porto177,Porto134,0
514,Navio2639,44,15,121276,16,17,20,7,86,2022,GSM,Porto70,Porto96,0
515,Navio2845,59,14,100289,12,13,19,9,47,2014,GS,Porto128,Porto190,0
516,Navio2392,52,12,143955,9,17,22,9,49,2022,CG,Porto128,Porto196,0
517,Navio3951,50,17,76222,16,11,22,7,34,2012,CG,Porto45,Porto144,0
518,Navio3778,55,16,52794,12,15,26,18,96,2015,CG,Porto151,Porto106,0
519,Navio3947,39,16,50467,15,16,21,19,73,2022,GS,Porto111,Porto38,0
520,Navio3295,57,10,110651,14,12,29,18,29,2016,GSM,Porto73,Porto73,0
521,Navio3781,41,11,123001,14,13,12,12,29,2016,GS,Porto169,Porto30,0
522,Navio2368,27,7,60061,11,8,23,15,79,2006,CNTR,Porto98,Porto155,0
523,Navio3008,19,7,90751,17,13,18,6,62,2012,GS,Porto33,Porto118,0
524,Navio3388,55,16,125354,8,12,30,7,82,2021,GLP,Porto5,Porto150,0
525,Navio2066,18,10,108828,17,17,28,15,25,2021,GL,Porto1,Porto131,0
526,Navio3282,47,7,135141,8,16,34,5,86,2009,GL,Porto127,Porto137,0
527,Navio3075,42,14,128613,8,15,26,18,97,2008,GLP,Porto141,Porto161,0
528,Navio3775,59,9,181897,10,13,27,18,100,2009,CG,Porto135,Porto14,1
529,Navio2793,42,16,65589,8,12,32,7,72,2016,CNTR,Porto115,Porto28,0
530,Navio3424,28,16,131751,13,14,13,18,67,2014,GSM,Porto115,Porto99,0
531,Navio3761,51,15,43880,12,14,19,14,104,2002,GSM,Porto142,Porto43,1
532,Navio2628,59,12,97248,9,11,23,8,48,2007,GLP,Porto127,Porto31,0
533,Navio2286,49,10,105285,10,10,20,7,109,2016,CG,Porto64,Porto155,0
534,Navio2944,52,13,97221,14,9,11,9,10,2017,CNTR,Porto57,Porto121,0
535,Navio3788,15,8,50044,18,16,28,13,107,2013,CNTR,Porto100,Porto121,0
536,Navio3266,27,11,101804,16,17,34,16,48,2010,CNTR,Porto127,Porto135,0
537,Navio3708,39,13,39676,14,11,26,14,35,2001,CNTR,Porto156,Porto161,1
538,Navio2113,24,14,117757,10,8,24,9,88,2009,GLP,Porto130,Porto80,0
539,Navio2723,28,11,104287,9,13,15,19,102,2021,GL,Porto71,Porto129,0
540,Navio3813,21,9,111937,14,13,17,14,75,1998,GL,Porto88,Porto155,1
541,Navio3996,16,12,161215,8,12,32,16,108,2012,GL,Porto26,Porto84,1
542,Navio3033,26,10,125974,15,11,18,11,93,2008,GL,Porto146,Porto23,0
543,Navio3511,15,9,59659,16,10,32,16,17,2009,CNTR,Porto184,Porto184,0
544,Navio3097,58,6,149917,17,18,10,5,78,2022,CG,Porto18,Porto103,0
545,Navio2453,59,8,39589,18,13,19,6,31,2015,GS,Porto159,Porto79,0
546,Navio3384,24,12,35537,13,18,26,9,47,2019,GLP,Porto134,Porto23,0
547,Navio2780,50,13,89724,16,18,33,18,14,2018,GL,Porto188,Porto147,0
548,Navio3172,29,16,128021,17,15,25,9,52,2019,GL,Porto130,Porto39,0
549,Navio2556,16,12,145261,8,12,26,19,104,2019,GL,Porto108,Porto75,0
550,Navio3768,57,9,95809,19,18,12,10,69,2010,GSM,Porto90,Porto68,1
551,Navio3515,35,9,31664,12,12,28,5,82,2020,GSM,Porto105,Porto78,0
552,Navio2817,45,10,57981,17,15,29,17,46,2006,CNTR,Porto130,Porto26,0
553,Navio3850,39,9,119168,16,10,10,6,109,2021,CNTR,Porto107,Porto135,0
554,Navio3984,58,13,195444,13,19,17,17,33,2014,GS,Porto21,Porto61,1
555,Navio2913,36,12,78186,9,13,27,18,37,2016,GL,Porto83,Porto3,0
556,Navio3712,24,13,95443,17,19,11,11,117,2005,GSM,Porto62,Porto4,1
557,Navio2727,31,6,125027,16,9,34,19,34,2022,GS,Porto134,Porto68,0
558,Navio3213,40,12,147773,13,16,31,10,26,2017,GS,Porto76,Porto170,0
559,Navio3216,43,17,101004,12,11,30,10,96,2012,GSM,Porto35,Porto85,0
560,Navio3163,18,11,108768,13,16,32,17,111,2006,GLP,Porto132,Porto170,0
561,Navio2904,32,15,63976,15,12,32,13,96,2012,CG,Porto114,Porto110,0
562,Navio2567,57,12,34613,11,16,23,18,13,2013,GLP,Porto77,Porto60,0
563,Navio3655,34,16,157790,12,9,29,15,101,2020,GSM,Porto33,Porto118,1
564,Navio3156,40,7,124216,13,12,16,17,32,2009,CG,Porto152,Porto159,0
565,Navio2761,56,17,150712,16,8,20,17,68,2017,GSM,Porto13,Porto87,0
566,Navio3633,52,8,151804,16,17,12,19,99,2016,GL,Porto88,Porto103,0
567,Navio3597,25,7,130374,15,18,12,19,39,2008,GS,Porto168,Porto141,0
568,Navio3653,46,10,89293,15,17,31,5,10,2013,CG,Porto139,Porto53,0
569,Navio3923,32,13,89033,8,9,33,15,41,2001,GLP,Porto6,Porto88,1
570,Navio2759,22,13,56951,11,15,30,7,91,2006,GS,Porto157,Porto121,0
571,Navio3758,20,16,69873,10,19,24,18,11,2012,CG,Porto23,Porto146,1
572,Navio2534,23,17,127986,10,10,31,5,78,2013,GS,Porto24,Porto25,0
573,Navio2384,21,6,101027,13,14,18,5,112,2021,GS,Porto2,Porto181,0
574,Navio3682,18,7,82939,17,17,25,14,43,2011,GSM,Porto44,Porto92,0
575,Navio3590,30,9,50487,18,12,18,9,98,2010,GLP,Porto49,Porto182,0
576,Navio2230,53,12,141575,18,18,12,11,81,2021,CG,Porto12,Porto167,0
577,Navio3081,20,15,114470,17,15,13,10,71,2009,GS,Porto97,Porto2,0
578,Navio3969,56,14,108253,8,11,10,7,35,2021,GL,Porto195,Porto181,0
579,Navio3452,46,6,127556,9,10,33,10,30,2007,CG,Porto159,Porto127,0
580,Navio3325,17,17,78788,9,8,21,18,47,2006,GLP,Porto94,Porto110,0
581,Navio3997,38,11,43739,15,11,12,11,110,2011,CNTR,Porto36,Porto164,0
582,Navio2542,38,6,44121,10,14,30,11,64,2019,GS,Porto126,Porto104,0
583,Navio3223,55,8,149172,9,13,33,12,27,2021,GL,Porto25,Porto39,0
584,Navio3566,36,14,107482,8,17,22,8,117,2006,CG,Porto5,Porto191,0
585,Navio4000,40,9,76494,8,11,34,19,113,2015,GSM,Porto80,Porto73,0
586,Navio2372,21,8,36493,11,18,28,6,63,2015,GLP,Porto68,Porto17,0
587,Navio3390,41,14,43966,9,10,13,18,91,2013,CNTR,Porto187,Porto8,0
588,Navio2915,25,7,62517,10,12,32,11,119,2022,GL,Porto104,Porto16,0
589,Navio3061,41,9,52690,10,16,10,6,73,2006,CG,Porto130,Porto108,0
590,Navio3313,50,14,66862,18,14,11,17,99,2011,GLP,Porto75,Porto22,0
591,Navio3494,17,7,145476,13,17,11,13,73,2011,CG,Porto52,Porto14,0
592,Navio3935,55,15,62749,8,17,23,8,38,2015,GLP,Porto11,Porto120,0
593,Navio2823,24,11,71645,13,15,31,9,48,2015,CNTR,Porto31,Porto18,0
594,Navio3606,15,9,141968,9,10,22,14,88,2011,CG,Porto48,Porto118,0
595,Navio2728,28,10,150869,16,8,15,19,54,2007,GS,Porto5,Porto177,0
596,Navio3835,54,7,192936,17,19,16,14,83,2015,GL,Porto136,Porto107,1
597,Navio3783,55,6,115578,8,16,13,14,105,2014,GL,Porto125,Porto21,0
598,Navio3261,51,6,99657,14,14,33,15,73,2021,CNTR,Porto99,Porto153,0
599,Navio2721,15,11,127698,18,8,19,15,38,2020,CG,Porto38,Porto111,0
600,Navio2507,40,7,106114,14,14,24,19,101,2015,CG,Porto167,Porto23,0
601,Navio3962,46,14,172961,19,16,11,6,82,2002,GL,Porto20,Porto141,1
602,Navio2771,50,16,47322,11,13,26,12,33,2019,GS,Porto165,Porto155,0
603,Navio3369,44,6,44287,8,8,27,19,46,2016,CNTR,Porto172,Porto125,0
604,Navio3774,57,6,104879,8,9,16,16,35,2006,CNTR,Porto161,Porto143,0
605,Navio2280,28,7,111129,15,10,22,11,39,2014,CG,Porto90,Porto37,0
606,Navio3930,44,15,80417,13,8,27,18,40,2018,GS,Porto177,Porto68,0
607,Navio2610,56,10,119178,11,15,33,11,108,2006,GS,Porto36,Porto194,0
608,Navio3794,34,9,190325,12,13,20,8,65,2011,GL,Porto159,Porto129,1
609,Navio3721,24,15,80918,19,15,18,9,66,2018,CNTR,Porto73,Porto17,1
610,Navio2830,28,11,39189,14,8,18,15,103,2016,GL,Porto65,Porto66,0
611,Navio2851,49,16,58632,15,16,10,10,109,2016,GL,Porto47,Porto102,0
612,Navio3696,38,6,193403,18,12,14,16,36,2011,GS,Porto38,Porto116,1
613,Navio3263,39,12,83719,13,18,11,5,36,2022,GL,Porto33,Porto188,0
614,Navio3992,57,15,177629,17,9,30,14,37,1999,GSM,Porto67,Porto196,1
615,Navio2769,39,6,122402,11,10,11,13,93,2014,GS,Porto16,Porto145,0
616,Navio2718,44,15,85254,14,8,15,7,26,2010,GSM,Porto128,Porto133,0
617,Navio3917,48,12,158119,17,13,20,14,12,2012,CG,Porto62,Porto154,1
618,Navio2302,27,17,123375,9,9,14,16,24,2012,GSM,Porto28,Porto6,0
619,Navio3681,50,8,173402,10,19,33,19,84,2014,GL,Porto119,Porto5,1
620,Navio3233,35,6,144630,15,16,32,11,59,2010,GS,Porto133,Porto151,0
621,Navio3784,59,10,80729,8,14,31,17,15,2014,GLP,Porto97,Porto156,0
622,Navio3991,38,12,153239,10,12,24,7,56,2008,GLP,Porto14,Porto119,0
623,Navio3209,54,15,38579,17,10,25,8,61,2010,GLP,Porto186,Porto129,0
624,Navio3272,56,11,151821,11,12,23,7,29,2016,GL,Porto159,Porto17,0
625,Navio2911,19,13,56007,14,12,31,16,99,2009,GLP,Porto195,Porto181,0
626,Navio3441,32,6,33541,9,8,30,16,59,2015,GSM,Porto92,Porto164,0
627,Navio3638,22,11,124559,11,12,12,15,28,2008,CG,Porto78,Porto196,0
628,Navio2246,24,15,63279,11,12,28,18,107,2009,CG,Porto70,Porto142,0
629,Navio3880,16,10,72219,8,17,28,5,38,2015,GLP,Porto109,Porto93,0
630,Navio2482,51,16,60001,18,18,29,6,32,2006,GLP,Porto166,Porto113,0
631,Navio3307,41,13,85907,16,14,10,5,81,2013,GSM,Porto84,Porto17,0
632,Navio3927,16,9,104622,18,18,30,18,27,2022,GS,Porto159,Porto95,0
